,id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
139696,eb96bceeabe051d6,"It's a sortable table, so if you click on the arrows at the head of the columns, you can arrange it by alphabetical order, chronological order of fellowship, chronological order of principalship - and by reverse chronological order of any of those.  There is no need for any change.  Talk",0,0,0,0,0,0
13315,233246b42bf1ff4e,"I don't think he's gay, but he may be in a relationship with a guy. What's the big deal?",1,0,0,0,0,0
145842,22ec49b0bda048ed,"""

 Demographics (languages) 

I started a new section here out of not wanting to disrupt the non-related debate about another part of the demographics section.

Anyway, is it me or does the following passage not make sense? """"Over six million people in Canada list a non-official language as their mother tongue.[204] Some of the most common non-official first languages include Chinese (mainly Cantonese; 1,012,065 first-language speakers), Italian (455,040), German (450,570), Punjabi (367,505) and Spanish (345,345).[205] and the languages most spoken at home by 68.3% and 22.3% of the population respectively""""

Surely the 68.3% speak an official first language as their native tongue, do they? The only other alternative I can think of is that that bit is meant to read 'languages most spoken at home by the...of the population which does not speak an offficial language as their mother tongue. That sounds cumbersome, of course, but if that is correct, there needs to be some clarification there. I asked on this page because as a non-Canadian I honestly cannot make sense of the wording. If I knew what it was trying to say, I'd have changed it myself.

Thanks,   """,0,0,0,0,0,0
118070,76b307065cd98fb2,"The pictures appear to focus on domestic life (i.e., furnishings inside a house), so Menačenk House seems appropriate to me. If it also included barns, stables, etc. then Menačenk Farm would be appropriate.",0,0,0,0,0,0
2981,080935ecbde36c4e,cocksucking bastard,1,0,1,0,0,0
147201,389b9b5c2358a434,"""
Wow! A mess!
This article reads like the end result of one foreigner's afternoon with the AltaVista Babelfish translator. I tried. I really, really tried to help. But sentences like """"Rain discovered his passion for dancing ever since he was in the 6th grade"""" have convinced me that this article is just doomed.""",0,0,0,0,0,0
14799,2717bfb0ec638bea,you fucking harry potter gay porn!!!!!!! sucking asshole morhone,1,0,1,0,1,1
120565,84f7459a433a5ab9,"Blocking user: Willybigcheese 
Hi, ummmmmm wtf is your problem, why did you block me? i didn't do anything!, please give me ur email address so I can talk to you, you douche",0,0,1,0,0,0
90656,f28f81507ebee4e9,"Hey there, please have a look here and give your opinion.",0,0,0,0,0,0
151350,7baafd369c1200a6,"""
I've replied there, thank you.  (User:Pigsonthewing); Andy's talk; Andy's edits """,0,0,0,0,0,0
69096,b8da22c2e1522056,How about you go fuck yourself you cunt...,1,1,1,0,1,0
75517,c9fdda04de4e9913,"Fehime Sultan 

Edward you really a stupid man, where are your sources that she had a girl who called Nemzade (1913-2000)

I often told you look like your self...there is nor sources in the Article Fehime Sultan that she had a daughter...

Here look this:

2) H.I.H. Princess Fahima Sultana. b. at the Dolma Bahche Palace, Constantinople, 2nd August 1875 (d/o Mail-i-Sharvat). Rcvd: the Nishan-i-Shafakat 1st class. m. (first) at the Yildiz Palace, 12th September 1901 (div. at Ortakoy, 4th November 1908) H.H. Damad 'Ali Ghalib Pasha (b. at Constantinople, 1871; d. at Tashvikaya, Istanbul, 26th June 1950), Vizier 1904, former husband of H.I.H. Princess Khadija Sultana - see above. m. (second) at the Ortakoy Palace, 5th June 1910 (morganatical) (div. 1927) Captain Mahmud Bey (b. at Constantinople, 1880; d. 19xx), late Imperial Ottoman Cavalry. She d. at Nice, France, 15th September 1929 (bur. Selimiye Camii, Damascus). 

http://web.archive.org/web/20020421155331/http://www.4dw.net/royalark/Turkey/turkey12.htm

Oh what a uncircumcised stupid Man you are ...",1,0,0,0,0,0
116171,6d21de019036cd2c,These is the attitude of an operator??? (  ),0,0,0,0,0,0
92041,f60d545b888f9fbf,"So now, Silence, why don't you just keep silent about things you know nothing about?",0,0,0,0,0,0
145689,20adf18f873a2747,"Bars 

I was told, when I visited a couple of years ago, that Dingle holds the world record for bars per capita.  If this is still true, I think it would warrant mention in this article.",0,0,0,0,0,0
142358,f975a356b24ce4d8,"""
You Smug Son of a
I just don't get why Daffy said the """"Bi"""" word.Only it was cut off,which is good because y wood u wanna hear someone curse?""",1,0,1,0,0,0
82215,dbf8c47563517b19,"Undent.  That's actually quite helpful, thanks.  The indef block was premature (not unwarranted in my highly biased opinion) as all the evidence uninvolved editors were presented with was a vast, ugly sprawling page of crap that would be extremely difficult to tease out.  Any editor who didn't have involvement with him would be hard-pressed to come to any conclusion based on it.  The whole reason I delayed starting an AN or ANI thread was so I could thoroughly review his contribs and create a solid final version that would hopefully be more convincing than what I have now.  I'm in process for that, and this will be useful; also helpful for the arb case that will almost certainly land in my lap.  Content disputes are very difficult to sort out, and in my experience undue weight is probably the hardest thing to demonstrate to someone who is not already an informed participant in the debate.  This looks like the pure wikipedia-process equivalent, but your summary will make it easier for me to grasp.  I'm also comforted that yet another editor has reached an opinion I feel has some truth to it - Guido's contributions are based on his own opinion and will not shift no matter the evidence.  Thanks very much again.   (t) (c) Wikipedia's rules:simple/complex",0,0,0,0,0,0
33001,57d3c109d86be0b7,"appeal this block
{{unblock|2=reason=You can suck my fat dick;}",1,0,1,0,1,0
20371,35c953e6100f1c5b,"""Noam Chomsky on this case: 

Subj: Re: David Irving and Holocaust denial 
Date: 2/22/06 11:25:47 AM Central Standard Time 
From:    chomsky@mit.edu (Noam Chomsky)
To:    AndrewParodi@aol.com (by way of Noam Chomsky )
 

Germany and Austria have very limited protection for freedom of expression.  France is much the same, except that penalties tend to be less extreme.  England also has quite limited protection.  In fact, the concept """"freedom of speech"""" is barely understood, let alone respected, in Western Europe, despite much pretentious posturing.  And before Americans get on a high horse about it, they should bear in mind that a high level of legal protection was only reached in 1964, in a Supreme Court decision in a case involving Martin Luther King and the civil rights movement.

There are many illusions about these topics.

Noam Chomsky

At 10:12 AM 2/22/2006, you wrote:

Dear Mr. Chomsky, 

I was wondering if you have any information about David Irving and the penalties for Holocaust denial in Austria. It's hard to imagine that someone has been sentenced to prison for denying the Holocaust. 

Sincerely, 

Andrew Parodi

""",0,0,0,0,0,0
114772,65c14a6354eb729e,"Doug Weller is a compulsive liar and a slanderer. He is aware that Filiquarian Publishing, LLC. without question follows ALL rules under the GFDL license, yet he continues to go around posting that rules are not being followed.",1,0,0,0,0,0
116064,6c96aa9ec8c00b7d,"""

I have now uploaded the following pictures to commons;
:File:Butterfield & Danko 1979.jpg
:File:Johnny Winter 1979.jpg
:File:Stephen Stills 1979.jpg
:File:Canned Heat 1979.jpg
:File:John Sebastian 1979.jpg
:File:Blondie Chaplin 1979.jpg
I have also uploaded separately cropped images of Butterfield and Danko, which I think you requested above;
:File:Paul Butterfield 1979.jpg
:File:Rick Danko 1979.jpg

Jealous Girlfriends I could not upload as Bob Sanderson has not changed the licence on that particular image and it is still showing non-commercial use only.
Let me know if there is anythign else I can help you with.  """,0,0,0,0,0,0
150791,7213c3afe948d001,"2010's 

Arthur Rubin i want to thank but i like to fuck you if want to erase my edits on 2010's go and i say you is fuck you you are fucking shit and idiot.",1,0,1,0,1,0
105497,346423c4874f7bcf,"Dear SchfiftyThree
I would just like to say that i hate  you and the rest of the wikipedia editors for deleting my creations. fuck you.",1,0,1,0,1,0
66853,b2e2d0cb5f56f066,"(last post tonight) Like I said earlier, the section on Tornado needs to be discussed on this talk page, and consensus gained on its wording as per example I gave above. You have references for the other 49 locos in the table, so add them to the table. One compromise is to have Tornado in a separate table of one locomotive underneath the table of the original 49 class members. Doing this would show that it is separate from the original locos, but closely related to them. I appreciate that all three of you have differing points of view, but you all need to try to see things from the other person's point instead of wearing the blinkers of your own POV.",0,0,0,0,0,0
133763,cb953131915ba38c,"I'll leave you alone when you levae me and my talk page alone, you white fuck.",1,0,1,0,0,0
4057,0ada2d071dcd16b6,"Samuel is a chump with no life

i hope that is the case you chump. if i find out the reason u have so much time to work on this page is because you are getting paid to do it, my respect for you will fall even lower.",1,0,0,0,1,0
24612,410e6f574f9d003d,"I agree Wikisunn. This information should be removed. But at the same time, it makes one wonder about the mental state of the few alleged victims who claimed they experienced exactly that. The information about suicides should also be removed (even Thatcher alluded to it as well). This article is a mess and I am personally tired of arguing.  talk-email 

Girija Prasad Koirala
Girija Prasad Koirala is a devotee of Sathya Sai Baba: See Ref  talk-email",0,0,0,0,0,0
26024,44ebc28ba8213ea2,"List of Unusual Deaths
Hey, I'm gald that you think that Steve Irwin's death, along with Timothy Treadwell's, is funny.  Now you understand why I deleted it off the page.  In case you don't, suck it bitch",1,0,0,0,0,0
158218,ea97583bc0ad49d6,You are such a cracker.,1,0,0,0,0,0
58795,9d76ed36bb25e03c,"So what? Terrorist attacks in Iran carried out Wahabists are terrorist attacks on people of Iran, that's how they're related. Don't remove the category.",0,0,0,0,0,0
148141,4793d5d3e75f55a9,"""

Scott,

Thank you for this.  I have reviewed the policies regarding content disputes.  I have issued a message to the user I have a content dispute with to see if we can come to a resolution.  I have specifically indicated to them that so long as they source Mazahery's opposition to the complaint that was filed against her, then it would make sense to post comments to that effect.  I have also explained to them that lawsuits are public, so if Mazahery did file an opposition and present evidence in her defense, then the user should have access.  If the matter escalates, what should we do?

My other concern is the user """"Allconsidered""""'s potential attempt to out me in the history page.  An attempted outing was tried once and removed by a Wikipedia administrator.  It is being attempted here again.  Any advice and direction would be appreciated.""",0,0,0,0,0,0
16922,2ca8f5b8dfb13fff,"""

 Response 

as I linked above, you should read WP:Copyright. In addition to not being freely available, the content is suited for your personal site and not for an encyclopedia. It is not neutral, and there is no evidence your group is notable, which is why it's limited to a mention in the school article. Please let me know if you have any questions, I'm happy to help. StarM """,0,0,0,0,0,0
71859,c068bb3d0b7fe190,i hate u so much that the pain doesnt hurt anymore,1,0,0,0,0,0
156110,c920f34a1035f8b4,"""
Until this edit yesterday, which smuggled in some changes under a misleading edit summary, the map/diagram simply used standard three-letter abbreviations for all the countries included, generating the common name of the country (including China and Taiwan), a link to the relevant country page and a flag icon. That was internally consistent in terms of format, clear and in line with our article names. The bid to change that - and introduce different formats with separate flag icons and name-links for China and Taiwan and also full-form names for the two of them - was, reasonably enough (and entirely correctly in my view), reverted. Rather than their trying to justify the change brefore reintroducing it, we then had various people edit warring the change, or variations of it, back in, often using bizarre edit summaries referring to Israel, WP not being ISO etc. I will restore the stable, prior, internally consistent version (I see it's just been changed yet again) and then perhaps can those obsessed with changing such a minor, trivial point put their case here first, before messing with it again? Thanks. ''' talk/edits''' """,0,0,0,0,0,0
21028,3781b9e87186a222,"""
It should be a good season, but I don't like the Devils moves. Haha. Losing Brian Rafalski, Scott Clemmensen, and Scott Gomez (though Gomez was grossly overpaid by the Rangers), and gaining Dainius Zubrus (whom I've heard isn't bad but isn't great), Kevin Weekes (whom doesn't look too good, stat-wise), Karel Rachunek, and Vitaly Vishnevski. It doesn't seem we've upgraded much during this off-season, thus far. Though we do have some promising young athletes such as Zach Parise, so this could be a very good season. The Devils have lost a lot of talent before and still played well, this season probably won't be any different. Talk """,0,0,0,0,0,0
151190,7910a66f71542c10,"Benjwong: Please look into the various news sources. The tainted milk had passed the protein test and Sanlu became aware of the melamine in early August, one week before the Olympics! It's more than reasonable for anyone who knows China to assume that they want to suppress the news at that time (and now we have sources). I've seen reports that Sanlu recalled their products by their own efforts (not publicity, not government) weeks ahead of the news breaking out. Today's news claims the last straw (in suppressing the news) was the NZ government directly talking to PRC government last week.",0,0,0,0,0,0
125688,a065a147cfe11c08,"Empty talk pages 

Greetings. I just polled a few other admins (well, two), and our consensus is that deleting empty talk pages isn't worth the effort. I can't see it listed as a Cleanup task either, for what that's worth. Note that this is not an official order to cease and desist; I'm happy to talk about it. However, there's lots of other Cleanup tasks that your time might be more profitably directed towards... ॐ",0,0,0,0,0,0
14144,25537b1b67acaa4c,"Not so great, some chump thought i shouldnt post death threats...
There there, things will get better if youre patient.
I wish i could beleive that but i can't, so i think i'll just end it all now...
NOOOOO!!!! This is all Sandstein's fault, i will make it my to exact vengeance on him.",1,0,0,0,0,0
61753,a540e49798ef7fdd,"Source: http://blog.newenergytimes.com/2011/06/20/galantini-sends-e-mail-about-rossi-steam-measurements-today/
Source of the source: http://22passi.blogspot.com/2011/06/and-now-what.html
Basically: because someone put the steam measurements in doubt, Francesco Celani asked directly to the measurer, i.e. chemist dr Gilberto Galantini, if the measurement regarding steam were made with the appropriate devices, how was the steam, etc.
Galantini answered to Celani, and Celani published the statement made by Galantini i.e. the steam measurer.
Therefore there is no doubt at all from Francesco Celani about the sutability and satisfatoriness of the measurements.
80.180.63.143",0,0,0,0,0,0
59324,9ef1f3dba61791bd,"""

 January 2010 
 Please stop your disruptive editing. If you continue to vandalize Wikipedia, as you did at Alien (film), you will be blocked from editing.  Sing your songThe bird's seeds 
If this is a shared IP address, and you didn't make any unconstructive edits, consider creating an account for yourself so you can avoid further irrelevant warnings.""",0,0,0,0,0,0
100274,18d4d21e96049ee7,"Firśt, I aṃ ģoinģ ţo ţie ŷou uṗ and keeṗ ŷou çonśçiouś durinģ ţhe folloŵinģ ṗroçeśś ţhrough ţhe uśe of aṃṃonia. Nexţ, I ŵill ṃuţilaţe ŷour ģeniţalś and forçe ŷou ţo eaţ ţheṃ. Then I ŵill çuţ off biţś of ŷour śkin and ṃake a ģlove ouţ of ţhe śkin from ŷour hand. I ŵill ţhen çuţ oṗen ŷour ģuţ and ṗull ouţ ŷour çolon. I ŵill uśe ŷour çolon for ṃaśţurbaţion, and ŵhen I am done I ŵill śhove iţ down ŷour ţhroaţ. Finally, I ŵill diśṗośe of ŷour body by deṗosiţinģ iţ in a duṃṗ ŵhere iţ belonģś.",1,0,1,1,0,0
76079,cba98be19e63b9f1,"""
Ok. Yeah, I realised that too: She knows I didn't personally attack Ambi, that's obvious: Just trying to wind me up so she can then play """"I'm the good one, she's the angry nasty one"""".

I hate people like that...  (Α⇔Ω ¦ ⇒✉) """,1,0,0,0,0,0
83709,e0042a9f586bb953,William Avery is a Flaming homosexual from gay ass britain,1,0,1,0,1,1
43657,74876b8611575101,"Sob 

Guys, I have not edited the great wiki for almost a year, and i want to be unblocked so i can reform. i want to jazz up my page, and i swear,i will NEVER be stupid again on the greatness of wiki.
PLEASE, I BEG you to unbock me.",0,0,0,0,0,0
72470,c1ee0cce22f32faf,"Every Wiki Admin Can Suck My Mutha Fuckin' Dick 

I'm ganna fuck up all ya pages and shyt so it'll be eazy-er ta shut tha site down than fix it, watch out mutha fuckz.
[[Unblock}}",1,0,1,0,1,0
67312,b41c73b85a1776af,")

Sorry about the inconvient vandalism. I thought that you might enjoy a Lil' Jon parody though. Sorry again! 05:17, 5 June 2007 (UTC",1,0,0,0,0,0
69234,b940c7799f7d1de8,"Again ??? leave me alone

I asked you not to contact me anymore. Also, Sign your posts on talk pages. Anyway I replied
in my talk page, but please stop sending me messages, don't answer me anymore, got it, Cinderella ?",0,0,0,0,0,0
132687,c5db2366e19c2ea8,do you know that girl NwJerseyLiz? She did stupid things on wikipedia. Be carefull!,1,0,0,0,0,0
44755,7794c1a852f41820,Please put the gay jokes back on the queer page,1,0,0,0,0,0
93739,faac7b2a532a97d4,"List of Red Hot Chili Peppers band members 

Is it too early to re-nominate this list of a featured list? I recently fixed all of the comments, and cited every source, and I was just wondering if I could re-nominate it. Thank you",0,0,0,0,0,0
130439,b9c5eb7abd7a37fb,"YOU UNDID MY LUCKY CHARMS PAGE! 

F UHK YOU! IT WA S CONSTR U CT IV E !  Y OU R  TH E   BI GG F ES T  F  GOT EVER! GO F CK YOURSELF",1,1,1,0,0,0
125773,a0d86b921183b77e,these are the sources and they are reliable as spring water. please tell me the real reason why you want to see a fragmanted article.,0,0,0,0,0,0
40440,6be8b0001585b405,You're a little queer Jew bag.,1,0,1,0,1,1
138728,e64923167234dd76,"Xebulon SPI 

Did you check against Winterbliss as well?",0,0,0,0,0,0
42706,71f6e526f8ef05dc,"""

""""Keep up the good work of sanatizing this place folk becuase that way it wont smell like a sewerage.""""

""",1,0,0,0,0,0
14306,25ca56eca7256409,"Can I insert my big dick into your vagina? 

It will make you feel good.",1,0,1,0,0,0
109186,47e79dce09f476cd,"Idiotic Sad Case 

You're an ugly dumb slut and perhaps you should do something more constructive rather than being a stupid whore on wikipedia constantly deleting peoples valuable contributions on the grouds of your bullshit 'wikipedia guidelines' maybe you should stop to think that even though they may not have what you consider 'reliable sources' they still want to share their valuable knowledge they've gained from their personal research and experience on wikipedia in order to improve some of the bogus information that has been misinterpreted/misconcieved however still managed to be approved just because it was 'sourced'. You choose to refer to this as 'vandalism' i call it valuable primary contributions. you're an extremely self-centered & obtuse looser, you should get a life.",1,0,1,0,1,0
142315,f93159476e83a803,"You fucking guinea wop, greaseball, guido, new york piece of shit.  Go back to your bumfilled, AIDS infested, cesspool of a state.",1,0,1,0,1,1
45829,7a78461914715853,A message from Crum375,0,0,0,0,0,0
149060,568369ee62ac264d,"CONSTRUCTIVE ACTIONABLE FEEDBACK FOR YOU
I find you ... smart, intelligent and passionate ... but rude, destructive and counter-productive with very narrow and heavily biased mindset about sources, etc who lacks vision and bigger picture )",0,0,0,0,0,0
21462,38928a323a9aceaa,"""
To start with, I'd like to discuss the statement: The Druze faith began as a movement that deified Al-Hakim bi-Amr Allah, considering him a manifestation of God. First, is this a disputed statement? Second, it lacks an inline ctiation in the current version, so if GreenEcho (or anyone else) can provide a source that specifically states this, it would be much appreciated. If others would like to provide counter-sources that state that he is not deified by the Druze, that would be helpful too. Remember, go for quality sources, not quantities, and explicitly quote a statement from your source that supports your claim. ←  [talk] """,0,0,0,0,0,0
59956,a07dce8b931b3011,"That would be quite fascinating in itself if pedophilia were really so broadly rejected throughout history and cultures. Of course, it's not something you would likely learn about in history anyway since the subject is so taboo. I feel slightly uncomfortable just commenting on this talk page. I was indeed thinking of ancient Greece and Rome, since there are many veiled references to both homosexuality and the 'pleasure of young men' in literature from those times.",0,0,0,0,0,0
98184,0d2680947ea4c9c3,"Gale, you're living proof why wikipedia should NEVER be trusted as fact. I mean, telling someone to blindly believe whatever's said instead of verifying? You need to take a walk in traffic for saying that!

99.149.119.168",0,0,0,0,0,0
62959,a87104388bd90f6d,"If you want to get yourself permanently banned, posting personal abuse is a great way to go about it.",0,0,0,0,0,0
153770,a25868e55a265b6f,"""

 Wikipedia:Please do not bite the newcomers Isotope. What a joke. While adding facts and information and photos to this page, my user page has been deleted and I have been blocked 3 times from editing. You have deleted most of the facts about the origins of Sweetest Day and sanitized the rest so that this article looks more like a promotional piece than an historical record. The Herbert Birch Kingston verisimilitude has been disproven about 12 different ways and yet it remains the lead sentence in the article. Advertising websites with no verification of """"facts"""" are being used as references. Promotional statements from trade organizations are included in the article. What's happening on this page is making Wikipedia look like one big joke.  """,0,0,0,0,0,0
72388,c1bef83163b6adf6,"I didn't say that I myself don't agree with what the reference says, or I myself know better than what the reference says, so I am going to correct it or remove it based on my own original research. Do not distort my words. I said Myanmar has nothing to do with the topic. You have problems with understanding.",1,0,0,0,0,0
121408,89a4b6e14143cb6e,"You didn't criticise me, I know you were just trying to help a fairly lost newbie. And I want to thank you for that as many people have just complained rather than pointing me in the right direction. Thanks again",0,0,0,0,0,0
138884,e742bada56276b44,KORG IS A MORON! 216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  216.229.227.144  [[Special:Contributions/216.229.227.144|216.229.227.14,1,0,0,0,0,0
127310,a8e2d931c229a82e,"Oh cool, you deleted other part, what is next? You will delete the whole article too? Good job! Can block me again, it's just that you can do. I-D-I-O-T",1,0,1,0,1,0
49723,84f29c3d77fbf880,"""

Surrey, British Columbia skyline
Hi!  Just a couple of pointers.  I see you're trying to upload an image of the skyline, which I think is a great idea.  First I'd recommend you use the Sandbox to test out how your edits will look, as adding images to Wikipedia isn't always the most intuitive thing you can do.  Also, I don't think it's recommended to link to images external to Wikipedia.  If you are trying to upload an image you own, or that you can verify is free of copyright, use the Upload file function, then link to the image once it's on the wiki servers.  Hope that helps.  All the best,    """,0,0,0,0,0,0
31010,52602b5ae5b527b5,"This text was removed, as it does not belong in the main text, but rather in Talk about this topic:

Note: a enumeration of the types of chemical reactions is neededEdited by D.C.

We're going to have problems with some editors, because it seems they have no practical experience with what real chemists, in real usage, call a chemical synthesis. This corruption of use, which started in the chemical synthesis article, seems to be migrating to this article as well, and it will be stopped ). The next point is that this article should not be ended with a brainless enumeration of kinds of chemical reactions, but it could be well served by a series of links to Wikipedia articles on types of chemical reactions, articles which already exist within the Wikipedia. For example there already are articles on hydrolysis and one on the hydration reaction. Other articles on chemical reactions are embedded in the article on the compound itself (e.g. soap and saponification).  23:05, 10 Nov 2003 (UTC)",0,0,0,0,0,0
42801,72331c7db2ab88cc,Do you answer legitimate questions about bias? ArdenHathaway,0,0,0,0,0,0
120046,81f895fffbe0da6d,Ah. And you decide which speech is acceptable and which is not? This is a violation of my basic first amendment rights. I may bring you to the Supreme Court. One should also bear in mind that you are a pitiful cretin.,1,0,0,0,0,0
56151,9608cabb9e27925b,"""

Based on the discussions there, it looks like the page needs a copy-edit """"to clean up the prose"""" before it's peer-reviewed again re GA renomination. It'd take about 3 hours, at most. Tomorrow afternoon (EST) okay? I'll bang it out right after the OWS section. I'd be happy to work with a collaborator, if you've got others in mind.   """,0,0,0,0,0,0
97367,08edc40452e8b6b2,"You are simply a backstabber, I was to defend you during the RfAr. While multiple socks and contributors discuss with eachothers privatly, you backstab me by cheap threats when I never did such things to you, but of course such contributors will never be threatned by backstabbers like this. I have from the beginning tried to help you, I have even proposed to boost your credibility by neutralising your propositions, I have emailed you works and proposed you to help me, and at the first occasion you backstab me for a single citation about NPOV and you. You could have requested explainations, you decided to threaten me. And true, other Armenians have indeed witnessed all this affair.  (ix)",1,0,0,0,0,0
55951,9583a19b5f56cc1b,"user:Gwernol Is Gay, They Blocked Me",1,0,0,0,1,0
84322,e181adbce0883831,"Mediation Commitee 

Oppose per User Page attack on Kelly Martin.  A mediator is expected to keep a cool head always.   (talk) 
There seems to be a misunderstanding. Several issues on wikipedia have convinced me to consider starting a project agaist incivilty; and I simply used her situation as a example. I even explained to her that it was not directed at her, and she replied she took no offense. Taking thesis and concensus form the community, It was clear that she was somewhat incivil in the removal and I only wished to state a point. However, it is your perception that it violates WP:NPA, so I will honor your thoughts and remove it. I, by no means meant a personal attack. Furthurmore, I was completely cool headed in this situation and hold no grudge agaist Kelly Martin.-|Talk",0,0,0,0,0,0
59836,a0341171ccac827d,"HELLO  01:39, 14 Feb 2005 (UTC)",0,0,0,0,0,0
157695,e22ae0efd8ce4531,I really hate you tommy i dont understand why you cant be actually nice for a sec and listen to my input. now you are being a pussy bitch by deleting everything i post. I hope bad things happen to you tommy. Bad things. Fuck you,1,0,1,1,1,0
19655,33ec80daa5eba77c,"you deserve it ) there's no doubt that most editors over there are trying to make the article good - but avoiding POV on this one is really, really hard. but you manage to do so.",0,0,0,0,0,0
146782,31713d9be2af75db,"""

 Seminary training a """"predictor of child abuse"""" what?  This makes no sense at all 

This sentence was added in there to clutter up the """"Debate over Causes"""" section and was provided with so sources, no backing, and no evidence or written wording on the talk pages.  This makes no sense at all because it then can be argued then why did clergy not from the seminary background have the same rates of sexual abuse and """"deviant sexual behavior""""  (see J.J. report).   The Rivera fella can't have his cake and eat it too.  he can't just quote the J.J. report by splicing together parts of sentences to change the meaning of it and then also ignore what it says about the true causes See Homosexuality and gay priests and Pedophilia and deviant behavior.12.129.87.3  """,0,0,0,0,0,0
158856,f4dca9e513e0366f,"Hey 

hey faggot, are you dead yet? or are you watching your mom getting raped by filthy pigs? which one is it? I'm coming to rape your mom and shoot your entire family. You have 1 week to live, you motherfucker.",1,1,1,1,1,0
77316,cf1b5bca57b1426a,(of which I'll usually remove those autoblocks),0,0,0,0,0,0
38358,666daac29707514b,"Yes, don't want fucking I.P. editors messing it up.",1,0,1,0,0,0
30961,523f530ec2095804,"You protect the pages from my edits, not because there is anything wrong with my edits, but because you have a personal vendetta against me. It's pathetic. I will restore those edits in mid-January, not because I hold a grudge against youwhich I don'tbut because they should be there, and they are helpful to regular users. 82.132.222.244",1,0,0,0,0,0
60902,a314e58d5f222684,"""
What kind of bullshit IS that?!  Hamas's SELF-PROCLAIMED goal is not to """"free themselves"""", but to destroy Israel and establish an Islamic state on its territory  so this DOES make them an Islamic terrorist group!  And which of the Founding Fathers had ever called for the destruction of Great Britain, may I ask?! 24.5.122.13  """,1,0,1,0,0,0
96664,0505c5fe4a9b91ec,"I'm going to kill you 

Zink Dawg your a Scrap and a fag and you need to die. I'm going to kill you if someone else doesn't. You better keep protecting your user space because I will keep vandalizing it.",1,0,1,1,1,0
83903,e084659b71e3c813,"Dot symbol? 

Isn't a dot (interpunct) also used as a multiplication sign?",0,0,0,0,0,0
158823,f46267500598b0b4,"I agree, the introduction is biased and low quality. The English is broken too.",0,0,0,0,0,0
37667,64981618ed29bd1e,"""

 User:Suitcivil133 

Hi Walter, I see that User:Suitcivil133 is starting to be a conflict with my edits, judging from my opinion he is a Barcelona supporter and any negative out look of the team he deletes as in the Real Madrid vs Barcelona 11-1. Ive done my fair share of research and its been noted that there was no proof that Francisco Franco """"theatend"""" Barcelona, he also said that """"Your description of the 11-1 game is also highly biased."""" I dont see how that was """"biased"""" if that really happend? Can you please do something because I dont want to be in an edit war with someone that reverts my contributions. Then whats the whole point of updating the article?   """,0,0,0,0,0,0
114905,6672dd24ae279bfb,"If you want to make a change, use the Discussion page to talk about it first (like I did).  What you are doing is not appreciated at Wikipedia.",0,0,0,0,0,0
520,015c99386399aa14,HELLO HOW DO I GET SOMEBODY TO FIX SHIT AROUND HERE?,1,0,1,0,0,0
152516,8e9c6a8772267b3c,"""

Potty mouth by gay men who don't care
Redvers, I noticed that in the discussion regarding Youknowbest on the noticeboard, you used some pretty strong language that I think it somewhat inappropriate. Was it your intention to use words like that? Shirulashem (talk) 

Which words do you object to? ➨ ❝ЯEDVERS❞ a sweet and tender hooligan  
The 7th word in your third sentence in the discussion, beginning """"As an Athiest ..."""" Shirulashem (talk)  
Do you mean """"fuck""""? Yes, I did intend to use the word in that position in that sentence, specifically in the formation """"fuck all"""", meaning """"less than nothing"""". Hope this helps. ➨ ❝ЯEDVERS❞ a sweet and tender hooligan  
I was quite surprised to see an admin using such language. Is there a culture where that's acceptable? Maybe I'm missing something. Shirulashem (talk)  
My house. My work place (all posh Englishwomen swear like troopers and my office is full of them). My mum's house. Various other places I could mention. Here, for instance: Wikipedia is not censored, after all. ➨ ❝ЯEDVERS❞ a sweet and tender hooligan  

Picking on the Jew
We don't block to punish. In fact, we shouldn't seek to punish here at all. And of course blocking someone who is already inflamed will cause them to leave/detonate: that's one of the many reasons we don't issue cool-down blocks any more. ➨ ❝ЯEDVERS❞ a sweet and tender hooligan  

You were the one to use the word """"punishment"""". So you're now saying that such blocks are not punishment after all? ➨ ❝ЯEDVERS❞ a sweet and tender hooligan  

One of the rare occasions where I disagree with LHvU. The user was letting off steam a little. Just a very little. We have people issuing fucking death threats who we don't block, but one use of the word """"fucking"""" - albeit in mainspace where it's not wanted - and an angry response to the patronising dressing-down issued because of it and we block?? Cheeses H Christ. ➨ ❝ЯEDVERS❞ a sweet and tender hooligan 

We both seem talented at avoiding questions, don't we? Except that the question you are posing to me is effectively """"have you stopped beating your wife?"""", whilst the question I'm asking you is a simple yes-or-no: do you want blocks to be used as punishment? ➨ ❝ЯEDVERS❞ a sweet and tender hooligan  
  """,1,0,0,0,0,0
