,id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate,label
12155,2028c5e98a3951df,"Infobox 

Should we keep the old infobox as less parties have seats here (ie Respect, UKIP, SDLP, SNP, Sinn Fein, DUP, Green etc) and keep the new infobox for the main UK election article?",0,0,0,0,0,0,non-toxic
81854,daeb25614cdf5e32,"June 2009 
 Please stop your disruptive editing. If you continue to vandalize Wikipedia,  you will be blocked from editing.    
If this is a shared IP address, and you didn't make the edit, consider creating an account for yourself so you can avoid further irrelevant notices.",0,0,0,0,0,0,non-toxic
97010,07086db6f161cf65,BUNCH OF COCKFAG DOUCHEBAGS,1,0,0,0,0,0,toxic
123259,935c0965d54067b2,fuck you you son of a bitch you fucking bastard child.fuck off you little prick.shove the editing up your ass,1,1,1,0,1,0,severe_toxic
74337,c6ddf2db20559153,"continue with this thohttp://en.wikipedia.org/w/index.php?title=User_talk:Jpgordon&diff;=181981431&oldid;=181683729
http://profile.myspace.com/index.cfm?fuseaction=user.viewprofile&friendid;=298123264
  lol",0,0,0,0,0,0,non-toxic
95840,008c5c7fc84611e5,".

Tough fucking shit, buddy.  Request denied",1,1,1,0,1,0,severe_toxic
40699,6c9b1ff4404330b1,"HAHAHAHAHAHAHAHA YOU CAN'T STOP ME FUCKING HOMO!!!!
WHEN MY BAN EXPIRES TOMMORROW IM COMING AFTER YOUR GAY ASS ACCOUNT!!!",1,0,1,1,1,1,toxic
85041,e38e0d2a69348e47,"It was deleted for a reason, and it most certainly violates outing as it has been made cleari do not want my rl name associated with wiki",0,0,0,0,0,0,non-toxic
37749,64c644d65a2421da,That still doesn't explain why you removed my source.,0,0,0,0,0,0,non-toxic
6827,1237fc615cd88601,"Feel Me 

Can someone feel me naked grope my balls (rocks)Just tickle me gentley in the eveing, and grip me with an authoitif hard grope in the morning to wake me up!!!!!",1,0,0,0,0,0,toxic
49096,834055c3b7456eda,"You're such a pussy fairyboy. 

Block your talk pages from editing now, Ghandi.",1,0,1,0,1,0,insult
117420,73751e44cb24793b,"recent warning 

you be hating on me cause im black nigga. fuck you",1,0,1,0,1,1,toxic
75120,c901517880ace38e,"List of George Franklin Barber works and skyscrapercity.com 
I went back and read some of the admin discussion of the rationale for deleting references to internet discussion forums.  It makes sense, but in the case of this deleted instance, the reference was not pointed to the discussion, but to a photo of the house.  I respectfully disagree that a photo showing the existence of a thing is less valid because it appears on a discussion board.  It still exists. I would just undo the revision, but have some suspicion that a bot will keeping targeting it.",0,0,0,0,0,0,non-toxic
91511,f4b05eb625cb6768,"""

 supports Singer's consultant background on Pg #2 of the document (his attached bio.)  I used this reference as you have already unfairly attacked two previous sources of the same information as """"unreliable"""".  Since this particular source was *already* being used by the article in support of a different claim  and since you've left this source in across repeated edits  you obviously cannot attack it on the same grounds.   In short, it was used to short-circuit your POV-pushing attempts.  """,0,0,0,0,0,0,non-toxic
117701,74d96cc98ed11c33,jp gordon is a fucking kike,1,0,1,0,1,0,insult
34718,5cba0cbc411086dd,"Segmnet in Riding Giants film 

Can we add that to the article?  Mark Foo has an imporant segment in this film, Riding Giants.",0,0,0,0,0,0,non-toxic
157183,da117ccdea031302,head voice very smoothly,0,0,0,0,0,0,non-toxic
148728,51356121965c14b6,"""

This seems to be little more than a campaign of intimidation. Some editors use wikilawyering as a way to intimidate other users with whom they do not agree. This is at least a question of not AGF and of refusing to accept that Wikipedia works by compromise and consensus. I have seen this pattern of Wikilawyering from an editor called Lukas19 (who reported me repeatedly to WP:PAIN and constantly described my good faith edits as """"vandalism"""", but none of this came to anything, though it was stressful and I had many sleepless nights), it is very intimidating. If there are any attempts to intimidate you such as RfCs and reports to AN/I (and I expect this will occur as well), I shall do my best to support you both, you are both valuable assets to Wikipedia and have shown tremendous levels of good faith and tolerance, far than I think I could muster. Try not to let it get you down. I try to put it in perspective, this is supposed to be fun after all. Take care.  """,0,0,0,0,0,0,non-toxic
84051,e0ee31104eb49000,"Good news
i would replace the shit that is the real EvergreenFir, to transform Wikipedia into a vandalism, muahahaha.....",1,0,1,0,0,0,obscene
50946,884346a76a7f5330,"""

Carbonated?
Doogh is and is not carbonated. It depends. As sold in the streets of Iran, they are carbonated. Like Doogh of Abali. But if you step into a good classy restaurant in Iran, or anywhere else, doogh is not carbonated and is homemade.

In homes, people often make and drink the homemade uncarbonated version, unless they buy it from the grocery shop or something.

This also applies to outside Iran. Here in Texas, they sell the carbonated version in """"Ali Baba's Mediterranean food store"""" (the biggest Iranian food store in town). But if you go to """"Shiraz Persian Cuisine"""" restaurant, youll be served the uncarbonated version. """,0,0,0,0,0,0,non-toxic
146967,348949cd609fb281,"Ready, to fuck up, any who oppose me.",1,0,1,0,0,0,obscene
14025,24fb0073dc4b7064,"HOLA FUCKER RETARD WHO HAS NOTHING BETTER TO DO THAN DO WIKIPEDIA SHIT 

FUCK YOU ASSHOLE",1,0,1,0,1,0,insult
32740,5721a619b47299ab,"NOT EMO!!! 

God!!!

EmO = NOT!!! have Culture
EmO = is a shit COPY of stereotype GothicS,PunkS,BritS
EmO = the suicidal attitude and melancolic 
is NOT!!! a something new

They are NOT!!!!!
emo =
Panic at the Disco,Cris Angel,MCR,Emily the Strange,Tim Burton movies,AFI,Allan Poe books,Kat Von D,HIM,Metalcore bands,The Cure,Nirvana,Placebo,Sadness,Black make up,shaggy hairstyle,Androgyny....
.....
...But
the ignorants think that my list is emo, but the truth is that NobodY in my list are emo.

Panic at the disco NOT EMO.",1,0,0,0,0,0,toxic
88062,eb9a41fed3cc7e95,"HOW DO YOU FIT

twenty four Jews in a V.W? Two in the back, two in the front and twenty in the ASH TRAYS..",1,0,0,0,0,0,toxic
6888,126454b35b9e15bf,"I get tired also. It is tiresome when any deragator remark is made on behalf of any religion.  As was stated before i work in an office of a huge corporation.  What address you are talking about i have no idea.  As stated before over and over again: I   DID   NOT  TYPE THOSE REMARKS. I   DID   NOT  REVERT THEM BACK IN.  Each religion, nationality ect. deserves respect.  the only only thing i did with in the last couple of days was to bold highlight in the critisim of Jehovahs witnesses. the part i highlighted was the paragraph on Witnesses reporting child molestation as by law.  i did that because some seems to believe that witnesses dont report perverts and we do. it is the law and those sickos should be persequted.  Sir I did not and i repeat did not type that other mess. nor did i revert. i dont even know when i showed up. all i know is that this morning i was blocked again. i thought i was about the highlighted paragraph.  I   DID    NOT    TYPE   THAT   OTHER    MESS NOR    DID    I   REVERT IT.  NO religion should be subjected to that kind of bullying.",0,0,0,0,0,0,non-toxic
37535,6441054f31325dfa,"""

 Actually, I've been neutral towards the """"Paris area"""" proposition. 3 people have supported the move, 5 people have opposed it (including Jared's """"weak oppose"""") and 5 people have been neutral. Outside few exceptions like Bob's vote, most of the oppose and neutral votes were motivated by the fact that, in regards to the content of the article, the title """"in Paris"""" has been felt as already implying the Paris urban area in respect of English common usage and that adding anything wasn't formally necessary.
 We all know the reasons why you disagree with this general conclusion. By the way, the reason why I haven't opposed the """"Paris area"""" proposition is because I consider it as more legitimate than an even more blurry proposal such as """"Ile-de-France"""". Frankly, I don't know what to think about it. Perhaps we could already change the title to """"of Paris"""", and check out how the things go. If there's no new arguments in the next months, then we let it go. But if another comment about the title pops up in the discussion page, probably another vote would have to be organized... perhaps in a more succesful way.  00:56, 14 september 2006 (UTC).""",0,0,0,0,0,0,non-toxic
145472,1d3f3ebf2b51eb14,"Many sources that I've seen imply that Cooper's appearance was the reason that he was cast, and I added a specific citation about Cooper's handsomeness to the article after you wrote this, that LiteraryMaven has deleted.  Would you kindly take a look?  I think the quote that I had added helps to explain why Cooper was cast in the role.  I leave it to you; I can't argue about this any more - it has really ruined my whole day.",0,0,0,0,0,0,non-toxic
52787,8d1ef995a65376a8,"May 25, 2012 

 Thanks,",0,0,0,0,0,0,non-toxic
68499,b73c7712b85badfa,"In addition, there is by no means a consensus that the page ought to be moved. Please wait until such a wider agreement has been reached before making such drastic changes. Regards,    ✍",0,0,0,0,0,0,non-toxic
46025,7afcf746523039b8,"""

I told this to him-

@Mihaiam  —and you're the arbitrator? By unreliable sources mean  and vegetarian nutritionists and doctors of medicine like Milton Mills, William C. Roberts, John A. McDougall? Then you go on calling me a """"propagandist""""? Well give me one scientific report that says humans are anatomically optimized to eat raw meat or at least a source that says humans are anatomically optimized to process cooked meat without aggravating any serious health-issues (see this)? And exactly what scientific data did Mills provide that is scientifically erroneous? Like what is the acidity of human-stomach when food is inside stomach? and then you tout """"veganskeptic.blogspot"""" as a reliable source for high-level scientific knowledge? Isn't it a tad silly to compare a Nutritionist who has been backed by the claims of other MDs and has a doctoral degree, to a random blogger? Where is the scientific journal that says humans are not herbivores? But when it comes to question your meat-eating ways, you cling to a random person as opposed to a slew of MDs who are cogently saying that the practice of eating meat is """"unhealthy"""", """"unneeded"""" and """"unethical"""" (or something of that sort). Meat-eating is at best utterly redundant. I repeat, please show some credible scientific analysis of Human anatomy that firmly proves humans are purely naturally omnivorous (i.e. able to digest raw meat, or if not raw meat then any meat with good health), that's all it'll to convince me. I may be fully wrong, I'm at least open to that possibility, but are you? I want what's best for me. I occasionally like stew myself. D 

I am yet to receive a reply!  (Talk?)  """,0,0,0,0,0,0,non-toxic
104224,2dc26ad93399872e,"""

 She is an anti-Semite 

stop erasing my edits about her work in """"Powers of Horror"""". She writes horribly anti-Semitic things there and even though I quoted and cited them, you keep erasing them. stop
98.240.219.236  """,1,0,0,0,0,0,toxic
20240,3573bae301c74350,Please read up on Wikipedia's core policies before giving absurd warnings.,0,0,0,0,0,0,non-toxic
76880,cdddf827407d640e,"""

 Please do not vandalize pages, as you did with this edit to Richard Simmons. If you continue to do so, you will be blocked from editing.   Blanchardb -•MyEars•MyMouth- timed """,0,0,0,0,0,0,non-toxic
135286,d38bf8799d8bfdad,"Whatever! 

Whatever you fucking asshole. Anyways my teachers and friends tell me Wickipedia is totally unreliable for anything. Most of the information is total garbage. Besides I don't even care if you block me because it is pointless. So keep on poisoning people's minds with false information. Bye you bitch.",1,0,1,0,1,0,toxic
13539,23bad3a018c2c83e,User:Abd is Muslim Scum,0,0,0,0,1,1,insult
151351,7bac0b298015cb32,"AM making a formal complaint about your biased stance 

I have more than enough evidence, how you have SELECTIVELY erased certain UN-orthodox POV which YOU deem unacceptable!

So in which case, i will ask, does WIKI accept the un-orthodox churchs POV, or ONLY THE ORTHODOX CHURCH!

and ALSO, will question your ability on integrity, where you HAVE SELECTED THREE PASSAGES, with minimal scholary debate, in which the scholars you DEBATED agree that no meat eating passages exist, BUT IN YOUR BIASED STANCE, YOU HAVE PROTECTED ONLY AN ORTHODOX POV!",1,0,0,0,0,0,toxic
49977,859ca61c0fba29e2,"I don't now why you said that I am a pro-french when a move Dieu et mon droit to God and my right ??? I'M, just an ORTHODOX... But, if I read this policy, I don't understand why Dieu et mon droit is in french ???

Now, we all go to Montréal-Est and after it's Montréal-Nord...;)",0,0,0,0,0,0,non-toxic
107692,3fb7a3a5ce59e210,Nazis murdered six million of my people. Why shouldn't they be killed?,1,0,0,0,0,0,toxic
73815,c5838d2c3392eb46,"""

 Congrats... You created your Teahouse profile! 

""",0,0,0,0,0,0,non-toxic
54528,91c3e42a22f60690,EPONA EPONA EPONA EPONA EPONA EPONA,0,0,0,0,0,0,non-toxic
136702,db44878f613cc516,"Youre an asshole 

youre an asshole",1,0,1,0,1,0,insult
5964,0feb3028836e55be,I have no idea how this works. Can you see my reply? Apparently writing messages on someone else's talk page is considered vandalism and gets you banned.,0,0,0,0,0,0,non-toxic
61019,a362b8c8c9a37f23,"""

Retrodumb claims this trial's """"Encyclopedic value is negligible"""". There is an entire section in the shooting page just about the US legal concept of stand your ground, and even more detailed sections in the trial page. These are filled with links to other pages. What kind of idiot do you have to be to be able to blithely dismiss that sort of comprehensive content as being of """"negligible"""" value to an encyclopedia? Does it not occur to dolts like him that giving people just that sort of background infromation is the primary purpose of an """"encyclopedia"""". Does he even know what an encyclopedia is even for? What a moron.""",1,0,0,0,0,0,toxic
14648,26a552b20bbc4e57,"Man, your civility puts me to shame. Don't be so sbumissive. Why don't you revert my edits? Why do you hid behind protecte talk page? Bad! Come on Bhadani, unprotect your talk page and engage in serious discussion with users other than engaging in your useless soliloqies!",1,0,0,0,0,0,toxic
134452,cefb0d2d49e57121,"Haha, screw it.  You are all complete and utter jokes, every last one of you (et tu, ZScout).  May the Pantone 17-6153 TC — #ffffff — Pantone 18-1662 TC Italian flag live on forever!  The perfect visual testament of the lot of you! p ¦",1,0,0,0,0,0,toxic
150897,73cc5e2c64247c24,"""

 Template:Box office bombs list 

As a template dependent on a deleted template, it can be safely speedy deleted per WP:CSD#G8. Ten Pound Hammer • (What did I screw up now?) """,0,0,0,0,0,0,non-toxic
148868,535557d34dbed8fe,"WHY DONT YOU FUCK OFF YOU MANWHORE AND LET US LEAD OUR LIFE. WIKIPEDIA IS FOR EVERYONE, NOT JUST PERVERTED TROLLS LIKE YOU! YOU HAVE NOT ASSUMED GOOD FAITH. YOU ARE GOING TO ROT IN HELL YOU POO SNORTING DEVIANT AND SUCK MANS BALLS. I TOLD YOU TO LOOK UP THE CHASER. YOU ARE OBVIOUSLY A POV WARRIOR AND TROLL.",1,0,1,0,1,0,toxic
149219,59009ae4ee228a6b,"""

 Please do not vandalize pages, as you did with this edit to Ellen Page. If you continue to do so, you will be blocked from editing.    """,0,0,0,0,0,0,non-toxic
33834,5a3a0d7d0d0860cf,"my talk page 

why did you change my talk page to a block that has expired? this is my page the block has expired.",0,0,0,0,0,0,non-toxic
42339,70f7b86e8b7a3776,"Which ones? Most are here , many, like shyster, are also well documented elsewhere.  21:01, 22 Dec 2004 (UTC)",0,0,0,0,0,0,non-toxic
150863,7332073f5c37ff47,"new message wikipedia dickheads 

go and fuck your selves

2007 litter act sect 11 is shit, try qld model with amendments, i am sick of your political crap in my letter box",1,0,1,0,1,0,toxic
50641,8768504766fc49ad,"Welcome!

Hello, , and welcome to Wikipedia! Thank you for your contributions. I hope you like the place and decide to stay. Here are some pages that you might find helpful:
The five pillars of Wikipedia
How to edit a page
Help pages
Tutorial
How to write a great article
Manual of Style
I hope you enjoy editing here and being a Wikipedian! Please sign your name on talk pages using four tildes (~~~~); this will automatically produce your name and the date. If you need help, check out Wikipedia:Questions, ask me on my talk page, or ask your question and then place {{helpme}} after the question on your talk page. Again, welcome!   

External link

Please do not add inappropriate external links to Wikipedia. Wikipedia is not a mere directory of links nor should it be used for advertising or promotion.  Inappropriate links include (but are not limited to) links to personal web sites, links to web sites with which you are affiliated, and links that exist to attract visitors to a web site or promote a product.  See the external links guideline and spam policies for further explanations of links that are considered appropriate.  If you feel the link should be added to the article, then please discuss it on the article's talk page rather than re-adding it. See the welcome page to learn more about Wikipedia. Thank you.",0,0,0,0,0,0,non-toxic
82395,dc7811d349791faf,rule.  I have now taken time and read wikipedias policies and will make sure to abide by them.,0,0,0,0,0,0,non-toxic
116566,6f20ae99fc9a73d3,"BIGGEST JERK ON EARTH!=
  IS AN ASSHOLE! FUCK HIM RIGHT IN THE EYE!",1,0,1,0,1,0,insult
131714,c0c47b3e73cbb2d5,"Wikipedia= Nazi Germany: Phase 2 

Hello. I am writing to inform you that Wikipedia is the second phase of the Nazi Germany movement. They do not allow any form of freedom of speech and immediately suppress anything they do not like or anything they cannot be bothered to research. One could also draw lines that Brookie is very akin to Adolph Hitler in the way that he is ever-vigilant and despises anyone that is below him in the Wikipedia hierarchy. If Brookie or anybody else chooses to delete this then it is proof that Wikipedia does not allow anyone to voice their opinion and will only stregthen the argument that Wikipedia is the second phase of the Nazi's plot for world domination.",1,0,0,0,0,0,toxic
128547,af8352b4c6dd658e,"It's even Industry size that has the hard details, not just India.",0,0,0,0,0,0,non-toxic
135738,d5ec4949d341c951,"Polygamy 

I'm not personally expressing an opinion as to who — you, or the IP editor — is right (or righter) in this dispute, but it does seem to me that there has got to be a better solution than the current revert war.",0,0,0,0,0,0,non-toxic
131563,bfea994b6e3aaa0a,"""
oh shit, nooooo, is someone going to spank me now?  talk. """,1,0,1,0,0,0,toxic
125676,a054628baf4dfa98,....I'd probably use it to reply to a tiny penis e-mail.,1,0,0,0,0,0,toxic
76626,cd2960675f7c45b7,""" Edit summaries like """"No spewing crap out of your ass"""" are not acceptable.""",1,0,1,0,1,0,toxic
80900,d864983b7a86887b,"HMMMM.... 

Uhh...Why are you such an asshole? So I'm not allowed to add a genre to the list? It simply states that I can..and anyone can..hmm...

Fascism at it's finest, eh?",1,0,0,0,0,0,toxic
42128,70672d3a72152aa6,"""

 I'll stick it in you 

I'll stick my penis in your ass, wiggle it around and say """"Boom, your a big fat cunt."""" I'm reporting you to that Norman guy. Looks like its a trip to Penistown for you. But don't worry. You can fly from Dublin Airport to Penistown with Penis Airways. 

 Vandalism  

I tried to remove the vandalism from your page, but then I realised you were a big fat cunt. So I decided not to. Enjoy your trip to Penistown. Just to confirm you can fly there from Dublin.

 Penis Airways 

This is Bob Dick, the CEO of Penis Airways. Just wishing you a pleasant flight with us. I believe you're flying on our new service to Penistown International from Dublin. Enjoy it. Although I have to warn you that some Penisians are a bit funny around big fat cunts. 

 Penistown  

I've been told you'll shorlty be visiting Penistown. You must drop in for tea. Although I must ask that you lose some weight first. You big fat cunt!

 Accident at Dublin Airport 

There has been an accident at Dublin Airport. A Penis Airways Airbus A330, travelling to Penistown, crashed into a Delta Air Lines Boeing 767, which was getting ready to depart Dublin for Orlando. 744,192 people have died, making it the worst air transport accident in the world ever!

But dont worry. I'm sure Penis Airways will have another aircraft ready for your flight to Penistown. You big fat cunt!""",1,0,1,0,1,0,obscene
50169,8615588f5d8fec2a,"edit

The commercial reception section, is wrong, the gross of each country in the given source is not in $US, its in romanian and russian currency. but in this article it says $s, which is wrong. i found this reliable source, which has the gross of each country in $s. So please fix. 

To make it easier, i made a parapgrah which mentions each country it was released in along with the release dates and how much it grossed in ever country in $s. So, Remove all of the text written in the commercial reception and replace it with this text:

Labor Pains, titled Almost Pregnant, was released to theatres on July 9, 2009 in Russia, debuting at #4. It grossed $684,129 total.http://boxofficemojo.com/movies/intl/?page=&wk;=2010W18&id;=_fLABORPAINS01. It was released on July 10, 2009 in Romania, grossing a total of $39,574.http://boxofficemojo.com/movies/intl/?page=&wk;=2010W18&id;=_fLABORPAINS01. It was released on July 31, 2009 in Spain, grossing a total of $287,260.http://boxofficemojo.com/movies/intl/?page=&wk;=2010W18&id;=_fLABORPAINS01. It was released in Mexico on January 8, 2010 bringing in $670,871.http://boxofficemojo.com/movies/intl/?page=&wk;=2010W18&id;=_fLABORPAINS01. It was released on January 28, 2010 in Lebanon, grossing a total of $4,810.http://boxofficemojo.com/movies/intl/?page=&wk;=2010W18&id;=_fLABORPAINS01. It was released in the United Arab Emirates on April 29, 2010, grossing a total of $65,432.http://boxofficemojo.com/movies/intl/?page=&wk;=2010W18&id;=_fLABORPAINS01. Combined, the worldwide total gross is $1,755,233.http://boxofficemojo.com/movies/intl/?page=&wk;=2010W18&id;=_fLABORPAINS01",0,0,0,0,0,0,non-toxic
79650,d51791204ec8e8c1,""" —Preceding unsigned comment added by 70.106.195.132   """,0,0,0,0,0,0,non-toxic
147169,380e93194358a694,"Help wanted 

Hi, Professor. I have translated your userpage as requested.",0,0,0,0,0,0,non-toxic
76438,cca4a83a43e2fd4b,"You cocksucker

FUCK YOU OK? I hate you! Stop reverting my edits. I will kill you. FUCK OFF AND GO FUCK URSELF, COCKMUNCHER!",1,1,1,1,1,0,threat
6776,120f58cf7c630bb3,"Blocking THREAT on 2012 page 

Do they get the same warning or is this more one-sided, hypocritical support for POD's control trips, bullying and verbal abusive attacks? He really is fucking up the 2012 page by ignoring expert assistance. ~M~ 67.164.145.1",1,0,1,0,0,0,obscene
120609,852833f8ddd7e38c,a group of legitimate youtubers that prank call stores to get equipment used for rape. it is a joke and nothing wrong.,0,0,0,0,0,0,non-toxic
113317,5df8971b5ee5b0c1,"F UCK YOU

YOU ARE THE BASTARD WHO  IS IN THE WRONG WHAT THE HELL GIVES YOU THE RIGHT TO CENSOR THE INFORMATION I AM ADDING????",1,0,1,0,1,0,obscene
38399,6688a7b620085c21,"Attn editors, I would like help reviewing this page for possible publication to wikipedia.  Efforts were made towards neutrality by using only published citations (particularly the first paragraph which was taken from Allmusic Guide) and a list of other citations is below.  I am new to Wiki so your assistance would be greatly appreciated.",0,0,0,0,0,0,non-toxic
62167,a64de15dd498c6a8,"Your ass 

Hey, Okay, you don't want to put my friend's penis in your ass..Then, how about my penis in your and vaibhav's ass?",1,0,1,0,1,0,toxic
135805,d666927b888361ca,""" I'm hoping to have it FAC ready by next Friday. Just Marge is left (and right now her article is proving to be easier than I thought it would be), also on that note, I decided to include a slightly shortened version of the letter sent by """"Marge"""" to Barbara Bush. Is this a good idea or unnecessaru? """"I look forward to an orderly election tomorrow that will eliminate the need for a violent bloodbath.""""  0422 
Also, (and this is solely from memory), but I think Hartman is mentioned in the commentary for Marge in Chains. You might be able to get some nice compliments. """"Dad, we did something horrible."""" """"Did you wreck the car?"""" """"no"""" """"Did you raise the dead?"""" """"Yes"""" """"But the car is okay?""""  0422 

I think I've found a free image of Glenn Close , would you mind uploading it? Thanks, 0422 
BTW, you're input is welcome here.  0422 
That's weird, it's not on her page for some reason. Thanks anyway.  0422 

I don't know if you listened to this one already, but there are some very good comments about Hartman in the second commentary (the one involving Conan) for Marge vs. the Monorail (it starts about six minutes in and goes on for a bit). Conan says some very nice things about him, and you might be able to use them. Groening also mentions that Hartman insisted on auditioning for the part of Zapp Branigan.  0422 

Just an update, the Movie lost the Environmental Media Award, you may want to add that. On a side note, Marge is proving immensely difficult to write a voice section about, Julie Kavner is notoriously shy, rarely gives interviews and when she does, she refuses to talk about her techniques and usually steers away from The Simpsons.  0422 

 Re; TSM 

""""D'oh""""

My sincere apologies. I was thinking back to the house in the sinkhole and not being on fire, I forgot about that scene. So sorry. You can change it if you like.  

Barnstar: The Random Acts of Kindness
  The Random Acts of Kindness Barnstar Awarded to a user I feel has deserved this Barnstar; I've mainly given this to you because your truly willing to go the extra mile. Congrats!  talk 

Jay Burridge entry
Not sure how this all works as I am very new to this but I need Gran2 to contact Mr Lucky  Seven regarding his Jay Burridge entry ... I have good news 4 U   
OK so you got the message great.... except I cant work out how to chat with you of line. I need your help in return for valuable info. look me up to find out what this is about. search in google: lucky seven + Jay Burridge  —Preceding unsigned comment added by  (talk • contribs)  

your a SMa",0,0,0,0,0,0,non-toxic
87860,eb0bc56d20fb8bcd,"""  Drappel, please stop reverting or read the god damned talk page, some medical practitioners..."""" is weasel word crap, and the discussion of phentype is DIRECTLY contradicted in the following paragraph.  I am not a vandal, but at this point you are.""",0,0,1,0,0,0,obscene
7055,12d17284171e6cb1,"Regarding you being a homosexual
You are clearly a homosexual. I think you should leave normal society and go and live in a sewer with all the other homosexuals. You are clearly not normal. If you persist with reporting me for abusing you, I will insert a large garden gnome into you. And stay off the Dublin Airport article. It's my territory. If I say Delta serve Orlando from Dublin, then they do. Don't send me fucking patronising messages again. Fucking freak!!!",1,0,1,0,1,1,toxic
38947,67e40a2ecd8a1ed7,"Books 

Is there a reason the books arn't covered on this page?  There are comic books listed, I don't know why other print materials wouldn't also be covered.",0,0,0,0,0,0,non-toxic
34679,5c9e948034f9e198,"Vanbrugh's theatre
The pic on this page was of the Queen's/King's Theatre - on the West of the Haymarket, on the site of the present Her Majesty's Theatre. Foote's theatre, the present Theatre Royal, is opposite, on the East side.",0,0,0,0,0,0,non-toxic
43660,748850229690e3d3,"""

Actually, I am pretty sure for example Maris Verpakovskis real name is like that, because """"Maris"""" is even Latvian name. At least here in Lithuanian there are both Russians who uses their names as they'd use in Russia and who uses lituanised versions (with endings """"as"""" or """"is""""). Out of Russians who uses lituanised names, many are second or third generation; sometimes parents decides to give children lituanised version of name and surname in those cases, it happens especially in mixed families. E.g. one of Lithuanian football team players is Igoris Morinas; it would be wrong to change it to Igor Morin because Igoris Morinas is his real name. While, for example, real name of the mentioned poolitician is Viktor Uspaskich, not Viktoras Uspaskichas, therefore Viktor Uspaskich is and should be used (and is used that way in Lithuanian wikipedia too). As for Latvian football team, I am not really sure though, but I am sure that for example Verpakovskis is not Mariy Verpakovskiy or something. Maybe someone could shed more light on Latvian policy on names, maybe in Latvia it is different than here in Lithuania, or maybe Latvianisation of name is for example required to get citizenship? I don't know here.  

""",0,0,0,0,0,0,non-toxic
116522,6ee89852292a289a,"""

Error in reasoning. Post-Hardcore is perhaps another variant of Hardcore punk, because it cames from Hardcore punk. But if Lacuna Coil was a Gothic METAL band, they cannot be a Post-Gothic ROCK band, because they never played Gothic ROCK. Thus they're a Post-Gothic-METAL band. That's a big stylistical difference. Lacuna Coil's music shows no roots in Post-Punk music (the true origin of Gothic Rock). Their music is a simple variant of """"Alternative Heavy Metal Rock"""".   """,0,0,0,0,0,0,non-toxic
112456,5995e982d839b554,"Don't want to be mean but what idiot thought the University of South Carolina was in Columbus GEORGIA?!  It,s actually quite unsurprisingly in Columbia South Carolina - hence the name",0,0,0,0,1,0,insult
37118,6314dcdad068caca,"Calling anything i have done as anti semetic is libel, and offensive and a personal attack against me. how can you pull such bullshit out of your arse94.168.210.205",1,0,1,0,0,0,toxic
69203,b9299d1318e99380,"Hope you feel better after typing that screenful of homophobic denialism ) Meanwhile, Tchaikovsky was gay. Get over it.",1,0,0,0,0,0,toxic
135252,d365e244dd11c5f2,"Get over yourself. I can't wait till you losers get over your obsession with me and start taking care of your own lives, such as they are.",1,0,0,0,0,0,toxic
45833,7a7cf27bf372bb3a,"""

 Negative real interest rates on US public debt 

Regarding , , , and  why do you think those edits were """"cut/paste of blog referenced original research""""? They are in no way cut/pastes of even a few words, and they conform to the many sources being discussed at Talk:United States public debt#Negative real interest rates including Lawrence Summers writing for Reuters. This is a very important aspect of the US debt, which you can see by that talk page discussion, and it deserves to be included.

 is particularly confusing because you also undid several formatting changes to conform to the manual of style and the addition of graph illustrations from government sources.  If there is something which made you think that the edits were cut/paste or OR, I'm sorry, but they aren't. I don't mind leaving the summary of negative real interest out of the articles while they are being discussed at that talk page, but I do intend to replace those formatting changes unless there is a good reason not to.   """,0,0,0,0,0,0,non-toxic
24131,3fc076a61afafa9d,"Because my name is Yalma, and I am a 

== LOSER ==

who gets pissed at people for NOTHING!!!",1,0,0,0,1,0,insult
93423,f9c9fe0a6f4d333b,"""Hi... I just want to say that the picture of Mana is incorrectly labelled as """"Beast of Blood."""" Mana's look for """"Beast of Blood"""" was quite different. Here are sources for the correct images:

http://moonglow.nu/gardenia/images/mana/mana181.jpg

http://moonglow.nu/gardenia/images/mana/mana239.jpg

http://moonglow.nu/gardenia/images/mana/mana180.jpg

The image shown, with the blonde ringlets, was worn after the release of the Bara on Seidou album - before the release of Beast of Blood.

I suggest replacing it with a Beast of Blood image, as it is very popular among fans and cosplayers, and represents his aesthetic more completely. Yes, I know I could upload it myself but... I'm too lazy to find out how.""",0,0,0,0,0,0,non-toxic
1837,04f8cad9735b8c3c,Recent? You just a pussy.,1,0,1,0,1,0,insult
147873,4301f9960ef3a507,Titch why don'tcha shut yer mouth and hang out with yer old friend Snowy. I am angry with you. Why don'tcha knock some sense into Matt and hypnotise him into really liking Mario and Nintendo - and hating the stupid Double-u-double-i. Tom,1,0,0,0,1,0,insult
63535,aa01c296d14f185e,I agree with you somewhat. You shouldn't be blocker for three reverting an asshole. ►   ( Talk ♥ Contribs ) ♪♫,1,0,1,0,1,0,insult
141833,f6cb392c5bc53f0d,"""

 An encyclopedia for you! 

  An encyclopedia for you! It is heavy and likely to crush your head.   """,1,0,0,0,0,0,toxic
109764,4b1b7382d5493132,"Ok, not knocking anyone's efforts, but is this page really necessary? And also the way it's been laid out doesn't match the other character pages....fixing or moving, perhaps?",0,0,0,0,0,0,non-toxic
