,id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate,label
147444,3c89ee63f06b0606,"Wanker 

Go fuck yourself you ignorant moron. This site is full of shit being peddled by brainless twats like you. What exactly is your objective?",1,0,1,0,1,0,obscene
86280,e6c709f228b5131f,There was no need to be so fucking rude. 81.108.7.13,1,0,1,0,0,0,obscene
40534,6c2c8640324728b9,"WP:OTHERCRAPEXISTS doesn't justify your crap existing. Wikipedia isn't a free resource or place to conduct social experiments/commentary on Wikipedia editors, it's a place to write an encyclopedia.",1,0,0,0,0,0,toxic
111677,55692fce0e1b83ef,"As the newest guy on the block, a question to help me understand what is and isn't okay.  If I were the one making all of the statements above rather than those who are, wouldn't I have been smacked down with references to rules about forum, synthesis, and original research, and maybe even weight?  Sorry to ask but my common sense just wouldn't leave me alone until I put this question out. He is completely confused.  I have to admit.  I am too.  <>",0,0,0,0,0,0,non-toxic
113735,603a46a94da4afc2,"turn to spiritism

You could have a laugh by looking at the innumerable, immaculately NPOV lol articles about Spiritism.  I sense a lot of potential merges.",0,0,0,0,0,0,non-toxic
133478,ca1573274e995164,YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER!YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER!,1,1,1,0,1,0,obscene
157672,e1df7586023c62b2,You're a fucking retard.149.254.186.158,1,1,1,0,1,0,insult
153139,9811534da97a806e,"""

 The British National Front was and is 'far-right', yes? Let's not whitewash in this article. 

In putting the term 'far right' before 'National Front', and removing the uncited last line that appears to promote Griffin (""""Since he became the leader of the BNP several educational institutions have invited him to speak on political radicalism, multiculturalism, and BNP policy."""") I have been reverted and accused of 'vandalism' by a regular editor here, User:Parrot of Doom. I would like to say that nobody WP:OWNS Wikipedia articles, and it is against Wikipedia policy to use the term 'vandalism' for an essentially 'POV' issue (POV means someone expressing a point of view) - especially one that is effectively factual - namely the NF being 'far-right'. Wikipedia describes the NF as """"a far right and whites-only party"""" in its main article - and this fact was as true when Griffin was a member of it as it is now. I also gave the clear reasons for removing the promotionally-phrased last line - so I'm not a vandal.

Having maintained that the National Front is indeed 'far right', can anyone really claim that adding this fact to this article is unhelpful or irrelevant? The current introducton gives very little real flavour of Nick Griffin (and his obvious 'notoriety' is left out completely), which compared to other Wikipedia articles on politicians is pretty scandalous in my eyes. Why be so accommodating to Griffin of all people? It looks like whitewashing is going on to me.

We need to do some work here people, and pull together some references:  there are plenty in Nick Griffins case!   """,0,0,0,0,0,0,non-toxic
82194,dbe6d3363863c7d5,"""
David Kellermann
DID YOU TAG MY PAGE CUNT???????????????????????????????????
BACK OFF BITCH!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
ITS A CURRENT EVENT,
MMMMMMMMMMMMMMMMMMMMMMMMMMK
MOTHER FUCKER,
PEOPLE WANNA KNOW WHEN THEY GOOGLE, THAT WIKI GOT THEIR BACK,
AND ITS ON THE NEWS
""""David Kellermann""""
ITS ON THE NEWS,
AND IF YOU GOOGLE IT AT THE MOMENT, WIKI ANT GOT THE BACK,
GET IT?
BITCH

""",1,1,1,0,1,1,obscene
11317,1df7e86fa679fd20,"Ok, now you're just being a vandal. Retail software is not a topic, it's a label for computer software that is on retail. You also vandalised my edits which removed unencyclopedic information. It is for this that I know you have no interest in improvement, only in undoing my actiion. I repeat, unless you find a source that actually defines this as a topic and not the label it actually is, it will continue to be a redirect. Deleting referenced material I did not. I turned it into a redirect, and as it's a label and the source refers to the label of a very specific area of computer software which isn't a topic, it has no encyclopedic content to merge. -",0,0,0,0,0,0,non-toxic
1244,0355b79cb7deea97,"is a common prostitute, a sock-puppet. I've done lots of edits, perhaps 3000, but the EB1911 project is now gone so it's only about 2000 edits. I can become foul-mouthed.  is your basic sock-puppet mouth-pervert pervert. C'est moi, FourthAve.",1,0,0,0,1,0,toxic
46710,7cd3591218362849,"Radisson, not Raddison, you idiot!!!

Enough said.",1,0,0,0,1,0,toxic
137847,e1a3d811f0acad2f,"A tag has been placed on Trevor Schneider, requesting that it be speedily deleted from Wikipedia. This has been done because the article seems to be about a person, group of people, band, club, company, or web content, but it does not indicate how or why the subject is notable (see the guidelines for notability here). If you can indicate why the subject of this article is notable, you may contest the tagging. To do this, please add  on the top of the page and leave a note on the article's talk page explaining your position. Please do not remove the speedy deletion tag yourself.

Please read the criteria for speedy deletion (specifically, articles #7) and our general biography criteria. Feel free to leave a note on my talk page if you have any questions about this.",0,0,0,0,0,0,non-toxic
106704,3ab5a7230d7ff7c3,"Please don't encourage 
Jason is a freakin joke.  Don't encourage him on my page.  Idiot doesn't begin to describe my opinion of him.  Please.  I cannot even begin to be nice to him, he's a tweedle and an idiot.  He spreads lies and guesses at contracts.  I WILL NOT ever being to be nice to him.  No, that won't happen.",1,0,0,0,1,0,toxic
116925,7104fe4b3816a242,"That's what needs to be done. The only way to proove they are mixed is by the dates of the reviews. - Theironminer (talk, 1:30 AM, 5 July, 2014",0,0,0,0,0,0,non-toxic
119972,818bf6d487620b68,"I was thinking the same thing, and then I realised I don't care because I don't give a shit about her.",1,0,1,0,0,0,obscene
108988,46bce5ca40eb3cbb,"So delete it. 

I don't care.  I was just screwing around.",1,0,0,0,0,0,toxic
55405,94094194f22c7593,"""

""""the never ending edit...""""

Of the hundreds on my watchlist this article is like the never ending edit. Of this I'm sure, this article has become a cause and darn if I'll let a """"so"""" where there should be a """"but"""".  If this article with its minutia is your cause well then have at it with all of your attention. It at least keeps you away from the rest of this project.   talk 

Heh.  Terri Schiavo as a flypaper for the priority-challenged.  I like that notion.  ^_^  - 

My dearest sir, you are so correct!  We are going to ramp this up slowly.  Terri Schiavo is not a movie star.  She is an issue about American jurisprudence and how wrong Congressional intervention is.  THAT is her notability.  If you think about it, she is just along for the ride.   

The perspecitve of this article should now change to change to the judges.  It is the politicians were who were the flies. They got swatted away, but she sticks to them, does she not?  Andrew William Morrow   

Let us now see if that little fly """"Musical Linguist"""" takes the bait. Better yet; that she-dog.  Here girl, here girl!  Come and delete this section again! Good girl! Here, I will give you biscuit!   Sooooo... Does any OTHER admin want to come and delete this idea for the sake of some shallow excuse like """"banned user""""?  Huh?  Huh?  Come on guys, show us all how Intelligent you are!  Atta boy!  Good boys!

As said by Sir Thomas More in

They'll think that somewhere along your pedigree a bitch got over the wall!
  """,0,0,1,0,1,0,insult
145088,1711124ae0266fe1,I'll fuck you forever!,1,0,1,0,0,0,toxic
42175,708d3725564d0584,I have added it to the userboxes' list here under the mental health section: http://en.wikipedia.org/wiki/Wikipedia:Userboxes/Health#Developmental_Conditions_and_Learning_Difficulties,0,0,0,0,0,0,non-toxic
121505,8a1d761ff333e75c,"Tommy 

Fuck yo couch nigga!",1,1,1,0,1,1,severe_toxic
137732,e104755133d046f2,"I don't care.
Strange hinted not in that stupid Diary.

It goes in.",1,0,0,0,0,0,toxic
117699,74d6c1ba483e68a7,""":::Well I'm having trouble taking any of you guys seriously, except for Fadix. He's one of the few people here that have been trying to make this article even remotely """"fair"""". And yet you have to bitch at him because you want this article so full of caveats, """"maybes"""" and """"no one is sure about this"""" statements that it has 0 credability. I call that pathetic. Just because people like you have successfully ensured that people who push this view can be punished in Turkey doesn't mean that you can hold wikipedia hostage either.
Fadix is right. This page gives special treatment to Turkey, unlike similar pages on massacres, genocide, etc. It doesn't deserve a single bit more.
Blue there is nothing wrong with having an academic position. If you object to that then I guess it's because you want to lend credance to the Turkish government's position, as you feel it desperately needs it. Well tough luck because ordering academic and non-academic views make much more sense.  

""",0,0,0,0,0,0,non-toxic
141529,f525a950dd92d04d,"Support The other islands only have their own sections as part of the Isles of Shoals article, why does this merit a separate article?",0,0,0,0,0,0,non-toxic
25146,428d29b82c56dfd5,"Perhaps you missed the discussion at  
No, I take that back, please, block me, I don't want to be near scum like you.",1,0,1,0,1,0,obscene
30632,5154c3f8c49a531b,"Hi Motherfucker Zhanzhao, are you a slant-eyed chink or a blackie indian or both? 

Says the above. Answer my question, Fucker. 218.186.12.250",1,1,1,0,1,1,severe_toxic
29788,4f0d6f3115a32c03,"Why are you guys reverting my edits? Im trying to cooperate with a picture of a native cherokee wedding and you revert it, i dont understand. How about some workout fatty.",1,0,0,0,0,0,toxic
30389,50a7ee1bd2657c19,"Rename to corn 
This maize crap has gone on long enough. its CORN and the sooner you idiots let go of your anti-American hysteria the better. 184.4.141.73",0,0,1,0,1,1,insult
65993,b0760034dc4d3fe4,"""
Excellent.  Maybe I'll plow into some of those Yemeni stubs that need doing tomorrow.  Likely not, though - I suspect I'll still have too much work. Che dicono a Signa?Lo dicono a Signa. """,0,0,0,0,0,0,non-toxic
22969,3cb918b15c66b31a,"You are so stupid,aren't you? I just put a thing that is true as Ferrari's Felipe Massa is injured, or is just his imagination?",1,0,0,0,1,0,toxic
57991,9b46becdcb081be2,""": Hi Sunray  That is an interesting question. The article has had a """"peer review"""" by several Deming scholars and consultants who were in Deming's inner circle. They like the article and had few suggestions on issues/problems of content. One is looking into several minor details and will report back to me. If we move sections of the article to sub articles it may help the article become a GA or FA but will make the article less educational because the sections we will move to sub articles are the most important for understanding Deming's philosophy. So the question is should we do that or leave it and polish areas of the article through copy editing? One Swedish Deming scholar intends to translate the article for Swedish Wikipedia and encouraged others to do the sane for their language versions.  

""",0,0,0,0,0,0,non-toxic
103932,2c103909d79f9876,"""==Talk:""""Lane Splitting""""==

Dennis, why don't you just go back and put that article THE WAY I HAD IT ?! 

1) There *was* an explanation posted along with the change
2) In the United States, if something is not specifically prohibited, then it is LEGAL.

Therefore, Motorcycle Safety Author Pat Hahn is full of shit. Lane splitting is NOT a """"grey area."""" It is LEGAL, as described by the California Department of Motor Vehicles HERE 

http://apps.dmv.ca.gov/pubs/hdbk//shr_slow_veh.htm

""""Motorcycles may travel faster than traffic during congested road conditions and can legally travel in the unused space between two lines of moving or stationary vehicles; this is commonly called """"lane splitting."""" """"

So, how about you just go back and change your sanctimonious little edit back to the truth ? Which is, Motorcycle Safety Author Pat Hoy is about as ignorant on the subject as Joan Claybrooke ? and his stupid, uninformed, retarded remarks have no place in an encyclopedia ?  

Thank you.

""",1,0,0,0,0,0,toxic
18070,2fbbf54ca6574b6e,""", or maybe even """"Books endorsing tolerance of Jews at a bookstall in Damascus"""" or how about """"...Gaza city""""?""",0,0,0,0,0,0,non-toxic
58882,9db3107a2764a219,"CAN I 

CAN I SHOOT MY LOAD ALL OVER YOUR FACE?",1,0,0,0,0,0,toxic
9638,1984750cc122ad18,This is your last warning; stop being an asshole.,1,0,1,0,1,0,insult
65005,adefdff3a480b6c2,"Yeah 9 11 was carried out by 19 cave dwelling Muslims who are openly funded by CIA. Even the Iran Jundallaah terrorist leader admitted it. Let's see the Iran Contras affair, FBI Chiefs admitting the corruption as well as the DEA. They funded the same radical group OOsamaa ran with known as the Mujihadeeens, Hilary CLinton just admitted it in a interview. The retarded American troops are protecting poppy fields, they openly admit that, wow I wonder how drugs are getting into the country. Wikipedia is for fact suppressing fagots like yourself. When Iran gets invaded next or w.e. country USA sees fit, maybe your bitch mentality will awaken into manhood.",1,0,0,0,0,0,toxic
30994,5256d46ab5384b0a,"The costs you speak of are relative, not fixed things. At the moment you are correct, but neglect to factor in the cost of acquiring the natural gas itself.  On site hydrogen reforming may be cheap, but the cost of delivering liquid hydrogen fuel is nearly the same as electrolysis.  Furthermore, no one has mentioned the costs of electrolysis using hydro-electric power, tidal, or wind.  In an ocean based plant using the sea water (a natural electrolyte which electrolyzes better than pure water) with tidal power, wind, and solar operating in tandem the costs would be VERY cheap.  And, the costs must be considered to be amortized over the lifetime of the plant.  Solar panels, windmills, and tidal generators have a one-time, fixed cost, and then they run basically for free until repairs become necessary.  

Statistics designed to make electrolysis of water look expensive are easy to fabricate.  However, you must show where these supposed costs are coming from.  In addition, the people who claim that electrolysis of water is as polluting as hydrocracking always assume that the electricity must be generated by the burning of fossil fuels such as coal or natural gas.  People conveniently overlook all the factors that don't suit their basic belief or economic interest.  Take away the subsidies to the oil and gas industries, factor in the public health costs, add the money spent on security, and the transportation costs to bring it to market... and then see if it is truly cheaper.",0,0,0,0,0,0,non-toxic
39335,68efb9a6c04f6019,"Welcome to Wikipedia. Although everyone is welcome to contribute to the encyclopedia, one or more of the external links you added  do not comply with our guidelines for external links and have been removed. Wikipedia is not a collection of links; nor should it be used as a platform for advertising or promotion, and doing so is contrary to the goals of this project. Because Wikipedia uses nofollow tags, external links do not alter search engine rankings. If you feel the link should be added to the article, please discuss it on the  before reinserting it. Please take a look at the welcome page to learn more about contributing to this encyclopedia. Thank you.-John Donmeyer, M.A.",0,0,0,0,0,0,non-toxic
71397,bf201f6d4893d3f1,"""
Pro Moldovan?? What in hell!!! do I have to do with those communists??? I doubt that you didn`t already knew, but the current Moldovan communist regime, doesn`t even recognise veterans of the Trns war, and says that they were """"victims of Romanian fascist propaganda""""... No big difference between Smirnov and Voronin. Both alogene colonists, both use polical ideology for personal benefits, both primitive, etc  """,1,0,0,0,0,0,toxic
49203,8384fc1837a92efb,"When moving away a file which shadows Commons, you must ensure that there is no redirect which continues shadowing Commons. After updating links, remember to request deletion of the redirect. Also, if you decide to move the file to Commons, there is no need to move it locally. Just tell the tool you use for moving it to Commons to choose a different file name, and an admin should soon delete the file.",0,0,0,0,0,0,non-toxic
91977,f5e25d1b15a9dbf4,"Listen to them... 

...children of the night. What music they make. 62.216.118.84",0,0,0,0,0,0,non-toxic
17726,2ecfa5a5803b49a8,"Green |Red |Desu Desu Desu Desu Desu |Edit this page, and you are a cocksucker ~ Desu",1,0,1,0,1,0,insult
73752,c55dc26cdef78353,REDIRECT Talk:William C. Campbell (golfer),0,0,0,0,0,0,non-toxic
47543,7f0517d4f17e808c,"Piss off 

Homo, no one wants to hear from you, also hahahahaha you can't get married #asshole",1,0,1,0,1,0,obscene
107493,3eaa075d7197b051,Daedalus is a freak so just ignore him. he/she/it likes to think they're cool but he's a little cyberstalker who think he is in charge of the wiki police. i'd love to see him get it up da butt by a rhino. that'd be so lulz. imma gonna out him and let all the world know who he is and what a fruit he is.,1,0,0,0,0,0,toxic
142289,f911177e38c183ea,"Truly, hell hath ice cubed.   Defending JDogg?  It was a joke..juvenile?  Yes.  (Beavis and Butthead/Southpark fans unite!!)   But a violation of BLP?  No.  Lighten up (for the moment..until Josh says something really stupid)",1,0,0,0,0,0,toxic
18237,30273d9324ea8b22,"Go ahead 

You can block, ho, but I have a few IP's ready to use (as well as the ability to create numerous ones in seconds).

Don't get your panties in a bunch just for my case.",1,0,0,0,0,0,toxic
145169,183285923f6f8aa6,"""

Present Day Canada Government website incorrectly Titles BNA Act 1867

The Government of Canada (mainly Liberal since 1963) is very """"skilled"""" at practising the Sin Of Omission as shown in the linked text below,

British North America Act 1867

http://laws.justice.gc.ca/en/const/c1867_e.html

This website incorrectly refers to this document as the Constitution Act 1867, which is a misnomer, and a shameful one, indeed.

http://laws.justice.gc.ca/en/const/endnts_e.html#(2)

(2)  As enacted by the Constitution Act, 1982, which came into force on April 17, 1982. The section, as originally enacted, read as follows: 
1. This Act may be cited as The British North America Act, 1867. 
 

 

I disagree with your interpretation.  You're reading a footnote, which merely says that *originally* the 1867 act was to be cited as the British North America Act 1867.  But, under the law since 1982, it is now to be cited as the Constitution Act 1867.  All acts forming the constiution were retroactively renamed.  Judicial decisions, and subsequent legislation, use this new naming system.  This reflects the fact that these documents were not a part of a """"constitutition"""" when originally created, since Canada had no consitution until 1982.  Collectively, these acts were turned into a constitution, and hence renamed.   

What?
""""Canada"""" had no Constitution until 1982?

You are completely wrong as well as per retroactive re-naming, that is not what happened at all.  Please get your facts straight.

 """,0,0,0,0,0,0,non-toxic
79500,d4b57b67347be170,"""

 Wikipedia:Featured picture candidates/Estádio do Sport Lisboa e Benfica 

An image created by you has been promoted to featured picture status Your image, File:LuzLissabon.jpg, was nominated on Wikipedia:Featured picture candidates, gained a consensus of support, and has been promoted. If you would like to nominate an image, please do so at Wikipedia:Featured picture candidates. Thank you for your contribution!   """,0,0,0,0,0,0,non-toxic
126973,a70e79f99189dda5,"I had a good one up there, until some dipshit decided to change back to this joke they'd call a mosaic.   PacificWarrior101",0,0,1,0,0,0,obscene
68642,b7a282dd049bf97f,REDIRECT Talk:Most Exalted Order of the Star of Sarawak,0,0,0,0,0,0,non-toxic
55451,942defae3b053c38,"""

Speedy deletion of Image talk:Medroxyprogesterone.svg
 A tag has been placed on Image talk:Medroxyprogesterone.svg, requesting that it be speedily deleted from Wikipedia per CSD G1. 

Under the criteria for speedy deletion, articles that do not meet basic Wikipedia criteria may be deleted at any time. Please see the guidelines for what is generally accepted as an appropriate article, and if you can indicate why the subject of this article is appropriate, you may contest the tagging. To do this, add  on the top of the article and leave a note on the article's talk page explaining your position. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would confirm its subject's notability under the guidelines. 

If you think that this notice was placed here in error, you may contest the deletion. To do this, add  on the top of the page (just below the existing speedy deletion or """"db"""" tag) and leave a note on the page's talk page explaining your position. Please do not remove the speedy deletion tag yourself.  """,0,0,0,0,0,0,non-toxic
152093,87d6a69592aa936e,EVula you may have blocked my friends but you wont block me or you will be sorry. You are doomed EVula. I will hunt you down and brutally murder you. Then I will throw your body into the ocean. How sad is it knowing you will soon be fishfood?,1,0,0,1,0,0,toxic
48813,828421070fdfaa03,Jasper Deung wat a phucking tryhard,1,0,1,0,0,0,toxic
61148,a3b3c62dbf50ec4a,"Magnificat for you, - sometimes please consider what 28bytes would have done ;)",0,0,0,0,0,0,non-toxic
96902,065fb8546fc205aa,", or if this lousy bot that I use to leave annoying messages isn't annoying enough, you can leave me a message on my talk page",1,0,0,0,0,0,toxic
26990,477a0de3c8235a7e,"""

 Josephus  

""""Proponents of the view of Jesus as myth typically dispute the authenticity of the passages in Josephus which mention Jesus"""".  This makes it sound although the passage in Josephus is only disputed by proponants of the Jesus myth when in fact it is more widely disputed.""",0,0,0,0,0,0,non-toxic
148235,4903f0ce3915c3a7,"Canada page 

A user you gave a final warning has just vandalized the Canada article. I don't know how to take the next steps for blocking.",0,0,0,0,0,0,non-toxic
128118,ad3473d64a81ebb7,wow.. just deleting my comments.. Great job on the free speech there Adolf,1,0,0,0,0,0,toxic
61322,a4251684bc797818,"Mbz1 

I think you are person who unbanned Mbz1 and I would like to ask you re-instate that ban. I was given something that looked like evidence of wrongdoing by Mbz1. Planning to take it to ANI, I asked Mbz1 how we could get her unbanned and if she heard about this. What followed is one of the strangest and most persistent personal assaults I think I've seen with multiple violations of WP:Legal. Also a violation of the terms of her unblock as she's now taken this to multiple admins. This has gotten way out of hand.",0,0,0,0,0,0,non-toxic
45332,793bd0ebe66c4456,"""
More simple: do not edit someone else's comments. If you disagree, then talk. (t-a-l-k). Don't template-address editors. Don't say """"warning"""" as an opinion. And for you: do not edit my userspace again. -  """,0,0,0,0,0,0,non-toxic
14894,275ad9f50e7d5648,"According to this article, he was elected; not that that is a prerequisite for a presidency.   Beingsshepherd.",0,0,0,0,0,0,non-toxic
62430,a711c4b246860569,"(Bail-Lift(Rock Paper ROCK), The Dynasty, Rock Rock Scissors, and Paperweight (Rock Paper Paper) to name the added and removed ones) -",0,0,0,0,0,0,non-toxic
44906,7804a613dfff299f,"Jesus, I make ONE change, and you guys are all over me.  I am a woman in PAIN!  GET OUT OF MY GRILL!  GET OUT OF MY HOUSE! GOO!",1,0,0,0,0,0,toxic
6088,1043ac737930e427,"""

Penis envy
From Wikipedia, the free encyclopedia
Jump to: navigation, search
For the Crass album, see Penis Envy (album). For the Virgin 1 documentary, see ....Envy.

Penis envy in Freudian psychoanalysis refers to the theorized reaction of a girl during her psychosexual development to the realization that she does not have a penis. Freud considered this realization a defining moment in the development of gender and sexual identity for women. According to Freud, the parallel reaction in boys to the realization that girls do not have a penis is castration anxiety.

In contemporary culture, the term is sometimes used symbolically or metaphorically to refer to the idea that women wish they had a penis, or to refer to anxieties between men about the size of their genitals.
Contents
[hide]

    * 1 Freud's Theory
          o 1.1 Criticisms of Freud’s theory
                + 1.1.1 Within psychoanalytic circles
                + 1.1.2 Feminist criticisms
    * 2 Male penis envy
    * 3 See also
    * 4 References
    * 5 External links

[edit] Freud's Theory

Sigmund Freud introduced the concept of a little girl's interest in—and envy of— the penis in his 1908 article """"On the Sexual Theories of Children,"""" but did not fully develop the idea until substantially later in 1914 when his work On Narcissism was published. It was not mentioned in the first edition of Freud's earlier Three Contributions to the Theory of Sex (1905).

The term came to significance as Freud gradually refined his views of female sexuality, coming to describe a mental process he believed occurred in girls as they passed through the Electra complex from the phallic stage to the latency stage (see Psychosexual development).

In Freud’s psychosexual development theory, the phallic stage (approximately between the ages of 3.5 and 6) is the first period of development in which the libidinal focus is primarily on the genital area. Prior to this stage, the libido (broadly defined by Freud as the primary motivating energy force within the mind) focuses on other physiological areas. For instance, in the oral stage, in the first 12 to 18 months of life, libidinal needs concentrate on the desire to eat, sleep, suck and bite. The theory suggests that the penis becomes the organ of principal interest to both sexes in the phallic stage. This becomes the catalyst for a series of pivotal events in psychosexual development. These events—known as the Oedipus complex for boys and the Electra complex for girls—result in significantly different outcomes for each gender because of differences in anatomy.

For girls:

    * Soon after the libidinal shift to the penis, the child develops her first sexual impulses towards her mother.
    * The girl realizes that she is not physically equipped to have a heterosexual relationship with her mother, since she does not have a penis.
    * She desires a penis, and the power that it represents. This is described as penis envy. She sees the solution as obtaining her father’s penis.
    * She develops a sexual desire for her father.
    * The girl blames her mother for her apparent castration (what she sees as punishment by the mother for being attracted to the father) assisting a shift in the focus of her sexual impulses from her mother to her father.
    * Sexual desire for her father leads to the desire to replace and eliminate her mother.
    * The girl identifies with her mother so that she might learn to mimic her, and thus replace her.
    * The child anticipates that both aforementioned desires will incur punishment (by the principle of lex talionis)
    * The girl employs the defence mechanism of displacement to shift the object of her sexual desires from her father to men in general.

The offshoot of these events, often cited in the media and colloquially, is that a girl really wants to become her mother, so that she can control her father.

A similar process occurs in boys of the same age as they pass through the phallic stage of development. The key differences being that the focus of sexual impulses need not switch from mother to father, and that the fear of castration (castration anxiety) remains. The boy desires his mother, and identifies with his father, whom he sees as having the object of his sexual impulses. Furthermore, the boy’s father, being the powerful aggressor of the family unit, is sufficiently menacing that the boy employs the defense mechanism of displacement to shift the object of his sexual desires from his mother to women in general.

Freud thought this series of events occurred prior to the development of a wider sense of sexual identity, and was required for an individual to continue to enter into his or her gen",1,0,0,0,0,0,toxic
