,id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
100727,1b2238429914e74f,"This guy is a damn golbalist. Watch out buddy. We are coming for you! Delete retributionLSR again, I assure you will have issues.",1,0,0,0,0,0
1763,04c65c09585382ef,There was a bad redirect that dumped all talk onto the wrong page...,0,0,0,0,0,0
53430,8ed8f11f13064121,"hello 

there is a special place in hell for your kind of faggotry.  enjoy the ban.",1,0,0,0,0,0
38308,66458d0ec7b65d64,"Which is, perhaps, why parish boundaries survived on OS maps until the era of local government regions?  .",0,0,0,0,0,0
50712,87984236b47dd390,"Actually,I think the contecnt is bad and it can help to give a rough idea of Huang Yuanying. However, I also found that some aspects mentioned in the passage have several versions.It turns up a problem that the truthfulness of the information.",0,0,0,0,0,0
39423,692f385587110749,But why wouldn't Chinese thing have a similar case?,0,0,0,0,0,0
147543,3df0118d8c0971d8,"""
hahahaha
""""It is said some listeners spontaneously combusted while listening to Laffy Taffy"""" I think we are gonna need the citations for that. hahahaha FYI I wasn't the person who typed that
fixed
ok, lets get something straight. wikipedia is a FACTUAL encyclopedia, not a opinionated one. unless you can show us that it is considered to be the worst hip-hop album made, and that some spontaneously combusted while listening to Laffy Taffy (which is extremely unlikely), then you have all rights to say so. dont come and bitch on wikipedia. do that shit over at urbandictionary. btw, i hate the fucking album.""",1,0,1,0,0,0
140345,eef989793f18dfaf,"""

 A barnstar for you! 

  The Original Barnstar For your lovely article on Rich Thorne! Happy Holiday's! """"bang!"""" """,0,0,0,0,0,0
136126,d81f81792d9e32d7,"""Vandalism ==

This page is being vandalized by """"Hunter365,"""" a sockpuppet from one of the radical feminist anti-father organizations. This only shows the useless nature of Wikipedia, since any fool like Hunter can come to an article and vandalize it. Useless. Absolutely useless.

== """,1,0,1,0,0,0
81583,da346a9111499e7d,long story short. He thinks you are bullying him. - woof,0,0,0,0,0,0
39183,688b88956a8f7483,"""

And words of wisdom from the frequently unwise. The next time you are on ANI, defending your integrity, your honour, and your carrot-hoard, as yourself """"what would The Rabbit do?"""". Your namesake was clearly a student of Sun Tzu, and understood that victory belongs to those who react the most noisily, but to those who study the enemy's weak points, and know how to tell when the most effective strategy is to do nothing.   
""",0,0,0,0,0,0
105233,330627ea32317a2f,"Baconian theory Talk comment 
Ok, let me take a guess. Unless this is a conspiratorial trick (and I'm not convinced it is) then judging by the hostility on these pages, there's obviously some battle that has been going on here recently that you",0,0,0,0,0,0
4243,0b4d478a32775099,"All Christian

Wikipedia should be 100% Christian and thats final !!!!!. If you were real;ly a Christian you would think so too, but you had a kid at 13 so your really not a Christian anyway",0,0,0,0,0,0
135749,d5ffb41eba82b727,"Oh, I am not embarrassed at all, I just interpreted the situation where you were portrayed as liberal as being provably false. Feel free to quote my wikipedia posts anytime.  T",0,0,0,0,0,0
14264,25aaf4db93c79056,Not surprising given D Miliband changed UK law to allow Israeli war criminals to enter the country with impunity.,0,0,0,0,0,0
7515,13f815b6512e8394,"No, these links are VERY APPROPRIATE and they will stay.  They are not advertising anything.  I have already been through arbitration on this.  Mods who live in Charlotte AGREE!  You don't live in Charlotte, so PISS OFF!",1,0,1,0,0,0
55981,9599711beb014677,"Don't be silly, germanic tribes such as the visigoths have lived in spain. Spain is a composite of celtic, mediterranean and nordic tribes.",1,0,0,0,0,0
37212,634c6c6bb55d6137,"YouTube Links 
 This article is one of [ thousands] on Wikipedia that have a link to YouTube in it. Based on the External links policy, most of these should probably be removed. I'm putting this message on the talk page, to request the regular editors take a look at the link and make sure it doesn't violate policy. In short: 1. Because the source and legitimacy of videos  on YouTube is almost impossible to determine, almost all of them are not reliable sources and are not verifyable. 2. Many videos on YouTube are of questionable copyright, which should not be linked to from Wikipedia. If you are not sure whether the link on this article should be removed or if you would like to help spread this message, contact us on User talk:J.smith/YouTube Linklist. Thanks,",0,0,0,0,0,0
135890,d6d7260fa14bfab6,"area

All nude pics removed
No need for anymore complaints about nude pics. I removed them all. User: Coconutfred73 9:45 6 June 2006 (UTC)",0,0,0,0,0,0
147549,3e12674d54805be4,pretending to be anti-fascist,0,0,0,0,0,0
100491,19f1258b5d9cc98f,"Perfect example gar, the Jacobite Church and the people from Tur Abdin are not aramean, they are Assyrian. You're an anti-semite. Nothing more than a common terrorist, who hates people and uses his religious position to destroy others.",1,0,0,0,0,0
135727,d5d9263ea0266680,"OKay blue tie, you freaking moron, everybody knows how he edits his stuff, just read the HOUR long article about his controvers's. and also, why should it be inlcuded? to keep not as biased as it already is. -the bird",1,0,1,0,1,0
142293,f913fbe5fd336093,"Lovestoneites 

A quick heads-up that I'm engaged in a book project on the CP(MG)/CPUSA(O). Are you aware of any party document troves in NYC? I'll be at the Hoover again the end of June playing with Lovestone, Gitlow, and Wolfe papers, let me know if there is anything I can find for you.",0,0,0,0,0,0
140311,eec32a82cbd704c4,"hello 

Hello, I wanted to type hell so I did.",0,0,0,0,0,0
122322,8e4e221d2433295a,"Category backlog, project backlogs 

Thanks for your edits to Category:Wikipedia backlog. I just wanted to express an interest in eventually getting a page like that established for WikiProject Medicine. In an ideal world, bots would keep project-specific backlog pages like that maintained. Do you have any ideas on what it would take to do these types of things?",0,0,0,0,0,0
85018,e384754255e7bbde,"""

 """"Arrival"""" of the Celts   

Though it may be literally correct, and has 2 ref (no page numbers though), to just say """"The period between the start of the Iron Age and the historic period (AD 431) saw the gradual infiltration of small groups of Celtic speaking people into Ireland..."""" with no context is misleading.  An imported upper class is only one explanation for the arrival of """"Celtic"""" La Tène style material culture, and many specialists believe that Ireland had already been using a Celtic language well before any putative arrival in this period.   """,0,0,0,0,0,0
54168,90be02d25943c5fd,"""

Fuck you, you can't block shit Don Quixote.  How did I post this after being """"blocked""""?  And why are letting people delete user pages?   """,1,0,1,0,0,0
136220,d8b5a3156f8b6d62,"""
I didn't copy it from the page - I sourced it from the book listed.  It's been so long that I've forgotten much about the article creation; I'll look at the source tonight and see if there's more similarity. Che dicono a Signa?Lo dicono a Signa. """,0,0,0,0,0,0
134792,d0ef70fdb1a99e56,i hope they aren't breaking up for good because that would suck. there my favorite band ever!!!,0,0,1,0,0,0
114603,64ea9c250b62067b,stop editing the iranian hostage situation with your own point of view. they ARE hostages.,0,0,0,0,0,0
4450,0bd80216b0a027a6,"""What it should teach you is to be a better wikipedian and discuss this on the discussion page rather than just constantly reverting.  """"Be bold"""" is one thing, but you need to initiate more discussions.

""",0,0,0,0,0,0
25439,435717a8960ab0e4,"According to Wikipedia_talk:Manual_of_Style_for_Japan-related_articles/misc2#Template_for_articles_Japanese_terms, the manual of style IS (Kanji, romanized), and that's IT.",0,0,0,0,0,0
145858,2337a12552bdca49,"""

Speedy deletion of Nerevarine
 Please refrain from introducing inappropriate pages such as Nerevarine, to Wikipedia. Doing so is not in accordance with our policies. If you would like to experiment, please use the sandbox 

If you think that this notice was placed here in error, you may contest the deletion by adding  to the top of the page (just below the existing speedy deletion or """"db"""" tag), coupled with adding a note on the talk page explaining your position, but be aware that once tagged for speedy deletion, if the article meets the criterion it may be deleted without delay. Please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would would render it more in conformance with Wikipedia's policies and guidelines.   ''talk ♦ contribs''  """,0,0,0,0,0,0
28776,4c4108637ee794d4,""":""""Racist"""" is a slur, and implying Jewish ownership of media, or working behind the scenes in a sovereign nation's capitol, reeks of anti-Semitism. Please don't play dumb and please sign your comments.  

""",1,0,0,0,0,0
116452,6e7c459bf3cd36eb,"You are total stupid, but that´s the whole of wikipedia. My edits are facts. And these opinions on the articles are not cited. This shows wikipedia will survive not long. Long live John Seigenthaler, Sr. and Andrew Orlowski.",1,0,0,0,1,0
10463,1ba546d6125d03cd,"Thanks, King Of Hearts.",0,0,0,0,0,0
102814,262f3683a39c58a5,"W&M;
how was that vandalism?! I'm putting it back with citations. 

jackass...",1,0,1,0,1,0
4223,0b40fa584122c46e,"""
There's no policy against homophobia, or saying I have to accept my posts being edited. I've never met a smart admin but you're admitting that you are doing this because of the """"homophobic"""" nature of I suppose saying someone might be a dyke. Personal attacks are one thing(though it's not the case that admins can revert them in any special way), but taking a position against homophobia is going past your, very limited, brief. This doesn't concern you, it's not a repeated or serious personal attack I simply don't accept my posts being edited.   """,0,0,0,0,0,0
104588,2f8e1b00ac845589,"""

No dude, you do. Stop bugging Pax and all the other users. Oh, and by the way, I knew you were Afrika paprika from the beginning, since you were acting and talking like Afrika paprika. Don't lie to me because I know liers when I see one. Good job using a line from Severina's """"Moja Štikla"""" song as a username. Now, please stop bugging the other users, especially Pax. Or else! Oh, and don't SPAM and put shitty remarks that are attacks to users. It's not funny. STAY AWAY FROM WIKIPEDIA, YOU DAMN VANDAL!!!!!  """,1,0,0,0,0,0
147426,3c36f6b4bd692ab5,"FUCK U CAMEROON

PROTECING ILLEGAL EDITS BY MOHAMAD AYOOB

U WILL BE HUNTED NOW",1,0,1,1,1,0
88356,ec5e44ed8af927b7,"Why not read  first before assuming I'm doing something wrong. Maybe I did, and maybe I may have made a mistake, but you are jumping yo conclusions here.",0,0,0,0,0,0
103439,29880be2155d7c7c,"I for one put some faith in our readers.  If they find it irrelevant, I'm sure they know how to leave the article and move on.  I tend to err on the side of too much of the irrelevant, rather than too little of the relevant, since relevancy is in the eyes of the beholder.  That's JMHO.    Stan",0,0,0,0,0,0
21850,3994c52e75b59696,What a ridiculous suggestion. If you don't think certain flags are British then why would it be relevant for the United Kingdom?,1,0,0,0,0,0
132454,c4b0f9f0302b72d3,"Ah haaaeeell No!

Scott, wth? You are moderating my opnions in the discussion section? My opinions are my opinions. Enough said. If you disagree with me fine but don't delete my reply. Thanks. Have a good day.",0,0,0,0,0,0
11076,1d3f34754bc22cdc,"you are a senile old homosexual==

you need to go to Oz to get a fucking brain 

==",1,0,1,0,1,1
87490,ea0daca37c99a5ce,You reverted my edition when I added Arouca but when SLBedit added it you didn't! Wtf?,0,0,1,0,0,0
150358,6afb489791180366,"hello 

Can you please look the page of Ambedkar? A user removed the Table (List of Books) from the page. Theredpenofdoom is a user who is constantly reverting the changes made by other users. Metta 123.239.118.255",0,0,0,0,0,0
35020,5d862ea3d572b187,"Why is your dick so small? 

Is it because you are Asian?",1,0,1,0,1,1
21595,38e2fa50031b2b1c,"""
""""I want to be a fuck you.""""
That's a song.

Open Proxy! Yes!""",1,0,1,0,0,0
129365,b3e91b92bf9b2520,"""#:: Oh yes you're wrong! And Dyer is not an expert but an ignorant. It makes me laugh... talk & contribs

""",1,0,0,0,0,0
77386,cf4f16d5441662df,"X-Treme X-Men

Just saw that you listed this article for speedy deletion. I agree that the article was in excessively poor shape (And I've fixed it), but I don't think speedy deletion was appropriate in this case. The article was on a real thing in X-men comics, so there should be some form of article on this. Probably a listing on cleanup, or, at the very worst, VfD would have been better.  16:53, Jun 22, 2004 (UTC)",0,0,0,0,0,0
120303,836448466ca9343b,"DrPrinceton

https://en.wikipedia.org/wiki/8_prime_spirals

https://en.wikipedia.org/wiki/Helixq

https://en.wikipedia.org/wiki/Dr_sol_adoni

My opinion on these pages is uneducated mods deleted them for invalid reasons with NO DEBATE, a pure Draconian nazi mod behavior.

The 8 Prime Spirals article is a BIG DEAL in math since it puts forth amazing information about a 1995 math theory now being used in real life computer programs to outperform all the prime algorithms wiki has pages on.

So in the world of primality IT IS A BIG DEAL.

To summarize the gross lies of wiki mods, they think a cite to a valid primality test open to debate by real academics at GITHUB is not worthy of a page creation.

LOL

So now let the mods enjoy their worthless realm of unimportance which wiki is to most in academia.

DR PRINCETON

  DrPrinceton",0,0,0,0,0,0
9224,188c84206d3209a6,"""Actually to clarify....after Bret Hart was forced to vacate the world title(and retire) due to a concussion, the planned Hart vs Sid Vicious title match was changed less than 48 hours before the match to Sid vs Benoit. Since there was no time to build up the match it was decided to do a screwjob finish, and then build to the rematch at Superbrawl the next month. So benoit """"won"""" the match(with Sid's leg clearly on the ropes), and then the next night on Nitro the decision was overturned. The official result of the Sould Out 2000 Main Event was """"Chris Benoit and Sid Vicious fought to a no-contest"""". End of story. Except not. Pissed off at the shitty booking, Benoit confronted booker Kevin Sullivan(who benoit had a personal history with re: Nancy). Sullivan then told Benoit if he didn't like the booking he could ask for his contract release no questions asked. benoit took him up on it and jumped to the WWF. The difference between this and the millions of other screwjob/Dusty finishes was that rather than the belt seemingly moving from one champion to the next, then being handed back....the bgelt was vacant before Benoit """"won"""" the title, thus the overturning of the decision made the belt vacant once more. Sid also had a seeming title victory only for the result to be overturned due to his """"pinning the wrong Harris"""". Officially at the time the belt went from Hart to a vacant state to Kevin Nash awarding the belt to himself........

Okay, so Vinnie Mac has bought at WCW and recognised both Benoit's and Sid's first wins as World Title Wins. He has also recognised Hulk Hogan's two AWA Dusty Finishes as official World Title Wins. I don't like it, but I guess it's official now. The obvious question is, since Vince owns WWE, WCW, ECW and AWA can he, say overturn David Arquette's WCW World Title win at this point? That's just stupid.

The Sandman
The Sandman won the ECW Championship FIVE times, not one as the article shows!

WWA World Title
Where did it go?

""",0,0,0,0,0,0
48594,81f53dbdd9ea9040,"NO 

HOW DARE YOU VANDALIZE MY TALK PAGE, FAGGOT!

FUCK! 98.208.65.56",1,1,1,0,1,0
154255,ab2d9cbeda247ba3,"Die you piece of ordure 

You do not deserve to be on this planet.137.205.183.70",1,1,0,0,0,0
99789,15f1d154529cb9e0,"Don't remove reviews from articles 

Add reviews instead.",0,0,0,0,0,0
130910,bc7895d8c7b2c54e,"""*a-hem*... """"nigger nigger nigger, nigger nigger, nigger nigger."""" Thank you.  
""",1,0,1,0,1,1
68554,b76b0d6f1ca62703,"You have issues, and it is obviously an issue of you being a Turk.  You are extremely uncomfortable by this quote it seems and it is made more obvious by your actions, even though you like to put your little smiley faces everywhere.  You are not the one who decides Gaddafi is a joke or that his quotes are irrelevant.  You are not the one who decides that only European or Turk quotes may be included.  Your actions which have instigated this petty edit war are indeed  uncivil.  You are definitely pushing a Turkish-POV.  Myself making that claim is not uncivil, it is describing what I am witnessing!  And watch you will blank them once again, even though they are properly sourced!",1,0,0,0,0,0
121060,87ae0a562a974294,"Your submission at Articles for creation 
 Thank you for submitting an article to Wikipedia. Your submission has been reviewed and has been put on hold pending clarification or improvements from you or other editors. Please take a look and respond if possible. You can find it at Wikipedia talk:Articles for creation/Biopollution level. If there is no response within twenty-four hours the request may be declined; if this happens feel free to continue to work on the article. You can resubmit it (by adding the text {{subst:AFC submission/submit}} to the top of the article) when you believe the concerns have been addressed. Thank you.  (talk)",0,0,0,0,0,0
135170,d3065aee8d5ae551,"MARK , did you read the wikispam.. I have copy it here for you.. how could picture on a website be spam.. I never saw pop up on the site.. I only  saw picture.. They never solicitate for business, product or service. on the website, I even  saw a link on the site that redirect user to wikipedia , for information about  lagos, check it out yourself, you would find Wikipedia links on the site for information. so why the so much cry on spam.  it was just picture.. Now tell me about your self, do you own this site.. It is just a question. I want to know...

read below.. 

There are two types of wikispam: advertisements masquerading as articles, and wide-scale external link spamming. Articles considered advertisements include those that are solicitations for a business, product or service, or are public relations pieces designed to promote a company or individual. Wikispam articles are usually noted for sales-oriented language and external links to a commercial website. A differentiation should be made between spam articles and legitimate articles about commercial entities, however.",0,0,0,0,0,0
2667,072825b5cedee27f,The Greater San Francisco Bay Area is greater than the typical Bay Area Definition you idiot stop reverting my edits until YOU have sources obviously like every other metro area a greater region is obviously bigger you idiot. Go shove your internet awards some where because they dont matter when all you do is type on a key board.,1,0,0,0,1,0
84898,e331202e74550d01,"Ziggy Sawdust is an idiot

DON'T DELETE MY FIRST PAGE",1,0,1,0,1,0
66070,b0b0af598dce65c9,"""

 He he 

""""Vandalism"""" for writing in something truthful that you disagree with. LMAO, liar.""",1,0,0,0,1,0
22893,3c80085fe33600e1,"Hi. Yes, I'd noticed. It's always gratifing to know that you've succeeded in enraging a crackpot/troll/content perverter - using nothing more than facts  and consistent, rational reasoning - to the point where they view you as a threat worthy of hysterical co-ordinated ad hominem attacks. Still, I can't help feeling a little pity for someone so obviously thoroughly screwed up. It can't be easy having to live with that level of festering anger chewing away at your insides.  01:54, 28 Apr 2004 (UTC)",1,0,0,0,0,0
81360,d99ec9d910520101,add comments below this line>,0,0,0,0,0,0
53922,901392f47760096b,"""

Okay what should I say first """"Some people are just never satisgied"""" or """"Oh complain, complain, complain, complain, complain"""", I think I'll go with """"Okay what should I say first """"Some people are just never satisgied"""" or """"Oh complain, complain, complain, complain, complain"""","""". What I did this sarvo was just added citations to these science fiction themes which you keep telling me I have to.  """,0,0,0,0,0,0
51811,8aaa53732bb11901,"F.Y.I. 

Wikipedia:Articles for deletion/Controlled demolition hypothesis for the collapse of the World Trade Center (3rd).",0,0,0,0,0,0
154466,ae4a3dfa58436f98,"""
Taulant has """"reported"""" in many admins.....Please keep it here Taulant.him
and me
Taulant admins read the history of pages what do you think you will accomplish by lying?  """,0,0,0,0,0,0
129251,b34d76af5fd1ec0e,"""

Not according to New Oxford Dictionary: """"an event causing great suffering, destruction, and distress, such as a serious accident, crime, or natural catastrophe"""".  For those working there, they do use the word """"tragedy"""" to describe the level of destruction.   """,0,0,0,0,0,0
113858,60f251684907a193,"Actually guys, nevermind. I am a homophobe! I HATE GAYS! P CALL ME EVERYONE I GIVE BJ's!!! LANCE BOYLE

1-617-669-2468",1,0,0,0,1,1
126940,a6e834dfb913a3af,"""

 I hate you! 

I can't belive you. You are SO WRONG about the Ages in Myst III: Exile. Such total scum. 

Everyting about you is stupid.  You (stupidly) think there are such Myst III Ages as """"Amateria"""" or """"Edanna"""" or """"Narayan"""" but know """"Teorlemin"""", """"Tonditios"""", or """"HAST THRI IXIL. And that you never explore Releeshahn? 

J'nanin is not the hub age!

There are too many things wrong about this asshole to name. He is low-class scum. I am way richer then this asshole welfare bum. I am way more educated then you are too. Pathetic. Play some Myst III and see that  you are ABSOLUTELY WRONG!!!!""",1,0,1,0,1,0
45674,7a1d8fd26e0cd677,"Autism
This user is believed to be a highly functioning autist with severe mental retardation.",1,0,0,0,0,0
39379,6916df0fb859db09,"Im busy right now, but I will have your IP banned in few minutes. ^^
Jeez what moron.",1,0,0,0,1,0
2892,07cd8fec99d9db36,"Thanks. I am not entirely familiar with the First Austrian Republic awards system, but given the common cross was a service award for a month's service in the Freikorps, and as it was awarded to just about everyone who served, I don't think it should be included. The special cross though, is notable given only 1,000 or so were supposedly issued, so I will add it. I propose adding the exact date of the award of the Verleihung der Ehrenbürgerschaft into the text where the award is already mentioned. I understand the Medal of Merit in Gold was a lower award, but am unsure how common or notable it might be. I am not a fan of including every medal awarded to military people, as I know some are incredibly common and not notable. Have you any source that tells us where it might have been in the awards hierarchy? Regards,   (send... over)",0,0,0,0,0,0
57683,9a5a0fb0bcdb078a,She means you must have a brain disease if you make articles about a fictional sponge.,0,0,0,0,1,0
128558,af92edf7323197e4,"""==Taglines==

These taglines are not notable. According to the Style guidelines, """"As a general rule don't include taglines in an article. """"Wikipedia is not an indiscriminate collection of information"""". However, if a particular tagline was a significant part of the cultural influence of the film, create a section for it and describe its effects."""" It provides an example of this as Jaws 2's tagline, """"Just when you thought it was safe to go back in the water..."""" which is indeed a notable tagline. The only taglines that are at all notable aren't notable because they're taglines, they're notable because they're memorable quotes from the movie.

But why does it matter? Because they are unprofessional and unecyclopedic. They make the article """"all listy,"""" which greatly detracts form its quality. This is why it has a clean-up tag. (As a side note, moving the lists to the bottom doesn't really help the problem at all.)  

I am un-willing to use your opinion as to what is notable and here is why. You are forgetting the historic refereance to the example you gave. """"A different set of Jaws"""". I am returning the deleted section. Should Wiki Admin weigh in on this, I will do what they decide. Just coming around and saying something is not this or is that, does not make it true. I ask that you provide a basis to your belief that the Taglines from Rocky Horror are not notable or are you just not familier with the film?. 
 If the taglines are culturally significant they will be quoted in a published source. I'm removing them again, per WP:REF. If you chose to re-add them, please provide citations.  

I'm sorry for the confusion, my link wasn't right: Try this. See also WP:REF and WP:N and WP:NOT. Consensus is clear that these taglines should go.  

Just exactly what do you call a consensus? Two people against one? 

 I call those links consensus. By the way, with WP:NOT I meant WP:UNENC, I should have been more specific.  

 Tag lines List re-added. Dispute of it's removal 

I am returning the Tagline list again. The Taglines from """"The Rocky Horror Picture Show"""" are both culturely significant (Don't Dream It, Be it, and Let's do the Time Warp Again, both used as song lyrics and later as tag lines for the film in Print advertisement are two of the most remembered Tags as well as the original """"A Different Set of Jaws"""") and Quoted in publications such as Time Magazine and Newspaper articles from coast to coast including the Fresno Bee, Sacramento bee and Modesto Bee, the San Francisco Chronicle as well as the New York Times. There is also the book """"The Rocky Horror Picture Show Book"""" by Bill Henkin. That does answer to both Arguements from above. I officialy dispute it's removal. This is an article about a motion picture not about an individual item. There is going to be at least two list in ALL articles about films. The cast and crew and if its a musical a song list. Where advertisement has a significant historical context or influence it is notable to add the list. The call was for a cleanup not just a mass deletion. Plus I recommend both of the above to add citations as I have. I am looking through alot of media and will be adding more.

I would like to now hear from a Wiki Admin on the subject as I believe it is the only way to end the dispute.  

You are confused on an important part of wikipedia policy: admins are not in any real position of authority. Things are decided by consensus and an admin's opinion is worth no more than any users. As I said above, consensus is clearly against you and the inclusion of these taglines.  

I am sorry but you are incorrect about what a consensus is. Please see below to the Wiki definition of Consensus. Also A true consesus takes time. More than you are allowing, per Wikipedia policy.  
 Consensus should not be for or against an individual but about the subject.  

Also, your arguments are clearly wrong. First, the taglines were not used as song lyrics, the song lyrics were used as taglines. Also, the fact that there is a book about the rocky horror show that mentions the taglines does not mean the article should.",0,0,0,0,0,0
89647,efccb12ff3893ef0,"Say thankyou that we, as winners didn't delete you, allies of the Nazis, from this planet.",1,0,0,0,0,0
158881,f53c61a95cad1575,It is best to have these things checked if only so they can be dismissed (rather than having vague accusations floating around). ( ),0,0,0,0,0,0
89815,f044caaaf25767cc,"""
Don't all video game articles need a development section?  TALK! """,0,0,0,0,0,0
25687,4402864f38528453,"I removed my article 'Patentophobia' 

It does not contain scientific information.",0,0,0,0,0,0
38448,669ecb40da5434fb,Viral is a faggot mother fucker in the shit of the crap stritting.,1,0,1,0,1,1
73353,c43f2b6df1eb2990,"not a personal attack 

he personally attacked me, by sending a email full of filth to an email account belonging to my family. i am not even part of this wikipedia and why I need to see these images of girls covered in bodily fluid and offering up their asses from him I do not know.l I have just signed up to register my complaint, my DAUGHTER used that email too and she could have seen it.",0,0,1,0,0,0
65790,aff1072b2c2e723b,"Talk:Nigger 
 Please stop your disruptive editing. If you continue to vandalize Wikipedia,  you will be blocked from editing.   ☎",1,0,0,0,0,1
150837,72d35581d815b083,"thanks for all your hard work 

look here you small penis faggot, you better watch your mouth or you going to get knocked the fuck out over wiki fuking pedia! you watch but who watches you!!!
your life is overrrrrrrrrrrrrrrrrrr
\

hit me up on facebook

fag",1,1,1,1,1,0
3503,096d00eabce64a38,I was blocked for reporting their harassment then. Same thing you liar.,1,0,0,0,0,0
7258,13536c9047bb776c,"Edit request from 174.3.185.61, 28 June 2010 

Man umad now? 

174.3.185.61",0,0,0,0,0,0
105467,34405225acede3af,"Wikipedia:Featured article candidates/Velociraptor 

Fixed one of your requests on the article, also commented to the rest. Would like to here from you. Thanks,",0,0,0,0,0,0
59115,9e58a48deaa1f51f,"07:31, 8 Aug 2004 (UTC)",0,0,0,0,0,0
6689,11d158d1a33f108e,"""

 A kitten for you! 

dose this look like you bastard FUCKER??

  
""",1,0,1,0,1,0
154174,a9a2427ebbd081bc,"Then I believe the two of you owe me thanks for creating this article.

 , 7 March 2009",0,0,0,0,0,0
71815,c04d203f5a9f2d58,"""Hi again, all.  I wasn't too clear about what Piotr (and now M0RD00R too) wanted me to look at, Piotr says that it is this section he was mainly concerned about.  I mentioned it below, but I have a bit more to say and will be clearer.  I don't think the Boddenheimer stuff is acceptable.  Nor is the """"Polish independence following World War I was accompanied by a wave of pogroms and discrimination against Jews.""""  They just don't have enough to do with the topic of the article, even considered widely.  They're OR, SYN, will raise blood pressure and are fattening to everybody's girlish figure. 

We come again to the crucial question of what is this article about, to which I add another distinction: (a) ghetto benches considered narrowly - this particular discriminatory measure  (b) Discrimination against Jews in education in Poland (wider)  (c) Antisemitism in Polish universities, in Polish education (widest).  (b) or (c) seem to be reasonable, popular choices. This is something that people are just going to have to think hard about and come to a consensus.  What is OR depends on what we decide the article is about, since it is clear that we are using """"ghetto benches"""" a bit figuratively.  Changing the title is a possibility. Under (c), but probably not (b), the replacement from the notes that I suggested, the quote from Meltzer -""""In fact, ever since the attainment of independence, the universities in Poland had been strongholds of Endejca supporters and centers for anti-semitic agitation.” would be acceptable. Again, I don't see how Boddenheimer or """"Polish independence . . .discrimination against Jews """" fits in under any reasonable conception.  

""",0,0,0,0,0,0
1938,054032f0cb3ecd35,You're biased. I made it a point since I signed up here that none of you exist.,1,0,0,0,0,0
134591,cfcd30152da853fb,"""

Maybe that's part of the problem - the """"charges and counter-charges"""" aren't important. This whole article is a massive coatrack of a POV fork if you ask me. The WP:WEIGHT issues have been created because of the need to provide a neutralizing balance to all the negative stuff, when actually it would be better to cut down on both.    """,0,0,0,0,0,0
17620,2e960b5c49b75e8d,P.S. Hitler in declaring war on Stalin did list Stalin going too far in the Baltics as his primary reason. Takes one to know one. —,0,0,0,0,0,0
76084,cbabbcb31a68700a,dude i said i was sorry what you dont give a fuck?!,1,0,1,0,0,0
2332,064459a2178f34ea,"""
""""Thanks for that.  I'd sum it up as pointless.""""  18:18, 20 Jun 2005 (UTC)""",0,0,0,0,0,0
5275,0e08d36291f714d0,"YEAH

looking thorough history and stuff, get a life, you sad little man, get off your arse a get a life, find better things to do than governing things on Wikipedia, I BET UOU LIKE THE SMELL OF YOUR OWN SHIT, I BET YOU GARGLE YOUR OWN PISS, I BET YOU LIKE TO WANK OFF TO KIDDY PORN, YOU SADDO, YOU FUCKING SADDO, FUCK OFF AND DIIIIIIIEEEEEEEEE",1,1,1,0,1,0
115732,6aecb8faa9b560f5,"You're an IP-jumping anonymous IP trying to remove footnotes in violation of WP:VERIFY because you refuse to accept an RfC consensus decision. And now that an admin agrees you've been disrupting the page and is blocking you from continuing to do so, you're trying to do an end-run by having registered editors disrupt the page for you. That's really something.",0,0,0,0,0,0
56528,96fe483b259dc207,I am a mother-fucking dweeb !,1,0,1,0,0,0
144774,122a4b51efb9f1f8,I will kill you with my gun asshole!,1,0,1,1,1,0
149086,56d57654c05bf031,"More rubbish. This page contains 0.000001% of the actual amount of news coverage there's been of the Olympics, so that claim is clearly nonsense. There are no differing interpretations here at all, there's people talking about policies that they know about, and then there's you, who can barely even match up a policy to the issue it governs - NOTABILITY doesn't control content in articles, RECENT doesn't bar the inclusion of recent incidents, NOTNEWS doesn't forbid the use of journalistic sources, WP:ILIKEIT only applies to deletion debates, etc etc etc. You can claim all you want that incidents weren't controversial, but merely pointing out that the word 'controversial' isn't in the source is about the thinnest argument you could ever produce to support it (and in the case of Kim Collins, it's actually a lie, there are soucres calling it controversial, I don't think you even bother looking half the time).",1,0,1,0,1,0
98699,0ffcf54b64ed189a,a gay a big fat gay. this page has no,1,1,0,0,1,1
144720,116c81247025860b,"Sure, no problem. I obviously do not have any position in the dispute, but if the other side continues to insist the article is not notable I will advise taking it to AfD again. This is just not a speedy deletion material.",0,0,0,0,0,0
61183,a3c5b3db1b52f43a,"No, I'm not, that why I asked.",0,0,0,0,0,0
90222,f16fcddbc65b8068,who died and made you god,0,0,0,0,0,0
117688,74ca0f703df4ca31,what is your pronblem?,0,0,0,0,0,0
133622,cadd4b8afffb3313,For instance: The Government of BiH declared independence anyway - which was not accepted by the federal government of Yugoslavia...What federal government? Yugoslavia stoped to exist much earlier when Slovenia declared independence.,0,0,0,0,0,0
3185,0897bd576287b8d9,"moderator on wikipedia 

moderator on wikipedia are a bunch of twats who like to suck thomas malinas tiny cock",1,0,1,0,1,0
